"","sampleid","processing_date","barcode_id","roost_site","latitude_s","longitude_e","researchers_present","sampling_session","net_date","net_open_time","net_close_time","exit_count","capture_time","processing_time_start","processing_time_end","weather","bat_species","duplicated_sampleid","recap","bat_sex","bat_age_class","young_of_year","pupmom_pair","pup_or_mom","sampleid_pupmom_pair","fed_bananas_before","bat_weight_g","body_length_cm","bat_forearm_mm","bat_tibia_mm","ear_length_mm","gonad_length_mm","gonad_width_mm","hair_y_n","wing_punch","bat_flies","meglastreblidae","fleas","mites","ticks","t_star","urine_vial","feces_vial","throat_vial","eppendorf_vol_ul","serum_aliquots_num","rbc_aliquots_num","buffy_coat_aliquots_num","rna_protect_vol_ul","slides_thin_num","slides_thick_num","filter_y_n","toothwear","temperature_f","notes","check_notes_y_n","performed_necropsy","spleen_rna_preserve","liver_rna_preserve","kidney_rna_preserve","brain_rna_preserve","spleen_plain","liver_plain","kidney_plain","brain_plain","liver_aluminum","kidney_aluminum","gonads_aluminum","brain_aluminum","intestines_aluminum","teeth_num","tooth_type","predicted_mass_g","mass_forearm_residual","recap_new"
"42","ANGB161","2018-09-09","1020","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",320,"23",128.9,60.6,23.9,"15.1","10.3","yes","1","0",NA,"0","0",0,NA,1,1,1,500,NA,NA,NA,150,2,"1","yes","mild","101.7 (18:29); 99.1 (18:35); 99.7 (18:42); 97.2 (18:50); low (19:00)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.426410521752,0.573589478248266,"yes"
"43","ANGB162","2018-09-09","1019","Angavobe_Edup",-18.944,47.9491,"CB, CR, AFA, AR",49,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",345,"21.7",128.4,61.3,27,"15.5","12.7","yes","1","0",NA,"0","0",0,NA,0,1,1,500,NA,NA,NA,150,2,"1","yes","mild","98.9 (16:46); 97.3 (16:56); 96.5 (17:03); 95.2 (17:10); low (17:18); low (17:28); 97.9 (18:13)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.065719927461,27.9342800725395,"no"
"44","CAT017","2019-11-04","956000005669216","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",278,"21.7",125.8,59.8,29.2,"7.5","10.3","yes","1","0","0","0","0",4,NA,1,1,1,400,NA,NA,NA,100,2,"1","yes","mild",NA,"50ul urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.779008560557,-20.7790085605575,"no"
"45","CAT018","2019-11-04","956000005675533","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",303,"20.2",131.1,60.2,26.7,"7.4","8.4","yes","1","0","0","0","1",0,NA,1,1,1,475,NA,NA,NA,200,2,"1","yes","moderate",NA,"20ul urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.969380854942,-11.9693808549422,"no"
"46","CAT019","2019-11-04","956000005670257","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",318,"21.3",135.1,66.4,25.2,"12.3","14.9","yes","1","2","0","0","2",58,NA,1,1,1,600,NA,NA,NA,200,2,"1","yes","moderate",NA,"50ul urine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.390515865803,-31.3905158658029,"no"
"47","CAT021","2019-11-04","956000005671012","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",298,"19.5",132.8,64.3,31.3,"7.8","8.8","yes","1","0","0","0","1",2,NA,1,1,1,550,NA,NA,NA,250,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.201652049826,-22.2016520498256,"no"
"48","CAT026","2019-11-05","956000005605448","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",305,"20.9",133.3,60.5,28.6,"7","9.3","yes","1","0","0","0","0",2,NA,1,1,1,625,NA,NA,NA,200,2,"1","yes","moderate","98.3 (11:51)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.744123012906,-16.7441230129058,"no"
"49","CAT027","2019-11-05","956000005598530","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",342,"21.6",135.1,63.9,33.1,"11.9","11.6","yes","1","3","0","0","5",0,NA,1,1,1,550,NA,NA,NA,200,2,"1","yes","moderate","96.0 (10:07)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.390515865803,-7.39051586580291,"no"
"50","CAT032","2019-11-05","956000005595742","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","L","no","no",NA,NA,"unknown",268,"21.2",127.2,58.9,23.7,"9.7","11","yes","1","5","0","0","2",1,NA,0,1,1,500,NA,NA,NA,200,2,"1","yes","moderate",NA,"no PELB, WBC instead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.03756778496,-35.0375677849599,"no"
"51","CAT034","2019-11-05","956000005671061_956000009382720","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",293,"23",131.1,63.3,27.5,"15.1","10.6","yes","1","5","0","0","3",2,NA,0,1,1,450,NA,NA,NA,200,2,"1","yes","mild",NA,"accidentally PIT tagged twice ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329.91242804959,-36.9124280495904,"no"
"52","CAT035","2019-11-05","956000010869467","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",296,"22.8",133,62,29.5,"12.5","14.1","yes","1","0","0","0","3",6,NA,0,1,1,500,NA,NA,NA,250,2,"1","yes","mild",NA,"scooped high urine volume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.098200309919,-43.0982003099188,"no"
"53","CAT036","2019-11-05","956000005671427","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",303,"20.8",129.3,61.1,27.6,"8.2","8.8","yes","1","1","0","0","0",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","mild",NA,"no SERB, WBC insead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.449911946452,-6.44991194645166,"no"
"54","CAT037","2019-11-05","956000009383164","Ankarana_Cathedral_Edup",-12.952901,49.046885,"SG, AA",84,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",318,"21.3",135.1,65,28.6,"10.7","9.8","yes","1","3","0","0","1",0,NA,1,1,1,500,NA,NA,NA,200,2,"1","yes","heavy",NA,"no SERB, WBC insead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.310349215102,-9.31034921510206,"no"
"55","KEL156","2018-02-15","1086_969","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",320,"20.8",111.6,48.2,33.7,"3","4.5","yes","1","15",NA,"13","1",0,NA,1,1,1,200,NA,NA,NA,200,2,"2","yes","mild","100 (16:39)","Fed sugar water post-processing then released.",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.612594271946,77.3874057280542,"yes"
"56","KEL169","2018-02-15","956000010849257","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","J","yes","no",NA,NA,"unknown",205,"17.9",107.7,53.1,25.7,"small","small","yes","1","7",NA,"0","1",0,NA,1,1,1,200,NA,NA,NA,200,2,"2","yes","new","Band # 1072; Pit tagged for first time next capture (1/12/2023 KEL665); Band removed on 1/12/2023; skipped because late and rushed and bats seemed healthy","Fed sugar water post-processing then released.",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"57","KEL172","2018-02-15","","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",360,"18.8",134.3,60.2,31.9,"7.9","10.3","yes","1","1",NA,"0","1",0,NA,0,1,1,200,NA,NA,NA,200,2,"2","yes",NA,NA,"died pre-processing. Performed necropsy",NA,"yes","1","1","1","1","1","1","1","1","1",NA,"1","1","1",4,"LLC, LRC, ULC, URC",324.833901849162,35.166098150838,"no"
"58","KEL173","2018-02-15","","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",315,"21.6",129.9,64,31.4,"9.3","10.5","yes","1","4",NA,"0","1",0,NA,1,1,1,200,NA,NA,NA,200,2,"2","yes",NA,NA,"died pre-processing. Performed necropsy",NA,"yes","1","1","1","1","1","1","1","1","1",NA,"1","1","1",4,"LLC, LRC, ULC, URC",311.28737001811,3.71262998188973,"no"
"59","KEL176","2018-02-16","1067","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",355,"21.2",132.3,61.9,27,"9.2","11.1","yes","1","5",NA,"6","2",0,NA,0,1,1,200,NA,NA,NA,200,2,"2","yes","moderate","97.8  (8:19)","Fed sugar water and released after processing",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318.660799220454,36.3392007795463,"yes"
"60","KEL177","2018-02-16","1066","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",300,"19",123.8,60.6,27.3,"6.7","8.5","yes","1","0",NA,"0","4",0,NA,1,1,1,200,NA,NA,NA,200,2,"2","yes","moderate","97.6 (8:30); 98.5 (10:22); 97.8 (10:24); 97.6 (10:27); 97.4 (10:29)","Bit Angelo. Got shots to follow. Fed sugar water and released after processing",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.718262296784,7.28173770321587,"no"
"61","KEL178","2018-02-16","1065","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",360,"20.3",126,64.4,24.9,"9.2","12.2","yes","1","6",NA,"0","4",0,NA,1,1,1,200,NA,NA,NA,200,2,"2","yes","moderate","96.2 (8:46); 98.5(9:34); 98.3 (9""36); 97.7 (9:38); 97.4 (9:43); 97 (9:48)","Fed sugar water and released after processing",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.386568984226,60.6134310157741,"no"
"62","KEL179","2018-02-16","956000005596513","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",310,"20.6",130.5,58.9,30.9,"22.7","24.5","yes","1","2",NA,"0","2",0,NA,0,1,1,200,NA,NA,NA,200,2,"2","yes","moderate","97.3 (9:59); 97 (10:06)","3rd time recapture. Took tooth in Dec 2014 upon second capture. Wound fully healed; took photos. Started to adminsiter anesthesia before realizing that tooth had been taken before",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.036616382732,-17.0366163827324,"yes"
"63","KEL185","2018-04-10","1049","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",345,"23",130.4,59.3,23.3,"9","7.4","yes","1","0",NA,"0","5",0,NA,0,1,1,300,NA,NA,NA,200,2,"2","yes","mild","97.7 (7:46); 97.3 (12:40); 97 (12:43); 97 (12:49); 96.8 (12:51); 96.4 (12:55)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.820393931464,32.1796060685365,"no"
"64","KEL186","2018-04-10","1048","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",265,"20.5",131.1,59.7,23.9,"7.2","5.9","yes","1","5",NA,"1","6",0,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","mild","97.9 (8:18); 97.1 (11:54); 97 (11:57); 96.2 (11:59)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.969380854942,-49.9693808549422,"no"
"65","KEL187","2018-04-10","1047","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",320,"23",131.6,61.8,24.7,"7.1","6.8","yes","1","3",NA,"0","7",0,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","mild","99.3 (8:43); 97.4 (12:22); 97.7 (12:24); 97 (12:29); 96.9 (12:32); 96.9 (12:34)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.506332122798,3.49366787720186,"yes"
"66","KEL188","2018-04-10","1046","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",330,"22",128.1,61.2,24.4,"8.8","5.9","yes","1","3",NA,"12","0",0,NA,0,1,1,300,NA,NA,NA,200,2,"1","yes","mild","98.3 (9:03); 97.5 (13:33); 98.2 (13:35); 97.6 (13:38); 97.3 (13:41)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.782130089607,24.217869910393,"no"
"67","KEL189","2018-04-10","244","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",320,"22",128.9,64.2,24.3,"9.3","6.2","yes","1","3",NA,"0","7",0,NA,0,1,1,300,NA,NA,NA,200,2,"1","yes","mild","97.5 (9:36)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.226259093308,11.7737409066917,"yes"
"68","KEL195","2018-04-10","956000005596513","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",350,"21",130.7,62.4,25.7,"21.7","12.3","yes","1","17",NA,"9","2",0,NA,0,1,1,300,NA,NA,NA,200,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.993888440285,22.0061115597151,"yes"
"69","KEL198","2018-04-10","956000006076030","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",320,"21",130.4,62.7,29.7,"21.8","13.4",NA,"1","1",NA,"7","5",0,NA,0,1,1,300,NA,NA,NA,200,2,"1","yes","mild","97.8 (14:12); 97.5 (11:15)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.558479872238,-6.55847987223791,"yes"
"70","KEL204","2018-04-10","1032","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",310,"21",126.7,60.5,23.5,"3.7","1.7","yes","1","2",NA,"1","8",0,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","mild","100.5 (16:30)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.515146072645,8.48485392735489,"yes"
"71","KEL206","2018-04-10","956000006095489","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","J","yes","no",NA,NA,"unknown",300,"21",130.1,60,27.3,"7.3","4.4","yes","1","1",NA,"7","5",0,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","new","100.8 (17:35)","ring number 1030 banded as KEL206 (4/10/2018), pit tagged as KEL690 on 11/20/22, changed barcode_id to pit tag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes"
"72","KEL208","2018-04-10","799","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",310,"21",126.2,61,23.7,"9.1","5.2","yes","1","0",NA,"1","0",3,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","mild","101.1 (18:13)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.994398312146,10.0056016878539,"yes"
"73","KEL213","2018-07-27","964_1609","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",320,"18",129.5,64.2,32.3,"32.2","12.2","yes","1","6",NA,"1","0",0,NA,0,1,1,350,NA,NA,NA,250,2,"0","yes","mild","94.8; 97.3 (21;490; 97.3 (21:52)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.270241032021,-2.27024103202149,"yes"
"74","KEL217","2018-07-27","1086_969","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",320,"19",124.1,59.7,25.9,"21.6","12.9","yes","1","11",NA,"2","1",0,NA,0,1,1,400,NA,NA,NA,200,2,"0","yes","moderate","96.2","Noemie double-tagged it, so bat also has thumb ring blue 969 on top of its recap; tooth already taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.108280549149,22.8917194508512,"yes"
"75","KEL218","2018-07-27","970","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",300,"18",127.2,71.3,24.6,"13.9","4.9","yes","1","2",NA,"0","0",0,NA,0,1,1,450,NA,NA,NA,250,2,"0","yes","mild","96.9; 96.2 (8:07); 96.8 (8:11)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.03756778496,-3.03756778495989,"no"
"76","KEL219","2018-07-27","971","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","male","A","no","no",NA,NA,"unknown",340,"17.5",131.7,61.9,21.5,"18.2","16.6","yes","1","4",NA,"0","1",0,NA,0,1,1,400,NA,NA,NA,250,2,"0","yes","mild","96.8; 99.3 (22:09); 97.1 (22:15;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.800223412114,7.19977658788554,"no"
"77","KEL222","2018-07-27","974","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",300,"17",131.7,66.5,29.9,"7.6","6.6","yes","1","1",NA,"0","0",0,NA,0,1,1,400,NA,NA,NA,200,2,"0","yes","mild","96.6; 97.1 (7:51); 96.8 (7:57)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.813917970582,-16.8139179705822,"no"
"78","KEL224","2018-07-27","956000005815473","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",370,"19.5",131.4,63.9,27.5,"15.8","12.4","yes","1","2",NA,"0","2",0,NA,0,1,1,500,NA,NA,NA,100,1,"0","yes","moderate","97.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.354828081968,38.6451719180323,"yes"
"79","KEL225","2018-07-27","977","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",320,"18.5",124.8,62.2,32.2,"20.5","19.3","yes","1","3",NA,"0","1",0,NA,0,1,1,500,NA,NA,NA,100,1,"0","yes","mild","95.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.315063483136,19.6849365168636,"yes"
"80","KEL226","2018-07-27","956000006076030","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",340,"18.5",115.9,63.3,29.8,"24.3","10","yes","0","2",NA,"10","0",0,NA,1,1,1,500,NA,NA,NA,100,1,"0","yes","moderate","97.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.766185753835,79.2338142461653,"yes"
"81","KEL227","2018-07-27","978","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","no","female","NL","no","no",NA,NA,"unknown",330,"20.5",127.6,58.2,26.4,"11.1","6.8","yes","1","4",NA,"0","0",0,NA,1,1,1,500,NA,NA,NA,100,1,"0","yes","moderate","95.4; 97.4 (8:21); 97.2 (8:24); 96.2 (8:34)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.256707208189,25.7432927918107,"no"
"82","KEL230","2018-07-27","981","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",310,"19.5",127.4,59.7,32.3,"small","small","yes","1","1",NA,"3","1",0,NA,1,1,1,500,NA,NA,NA,100,1,"0","yes","mild","97.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.369355269992,-2.36935526999201,"yes"
"83","KEL231","2018-07-27","956000005812598","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",310,"19",128.9,62.6,30.5,"small","small","yes","1","2",NA,"0","1",0,NA,0,1,1,500,NA,NA,NA,100,2,"0","yes","mild","97.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.426410521752,-9.42641052175173,"yes"
"84","KEL237","2018-07-27","956000009383555","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR, Noe",46,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",310,"18",125.4,62.8,31.5,"22.8","10.5","yes","1","0",NA,"0","1",0,NA,0,1,1,500,NA,NA,NA,100,2,"0","yes","moderate","97.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.076775787438,6.92322421256216,"yes"
"85","KEL241","2019-01-06","957","Angavokely_Edup",-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",325,"14.28",128.2,61.6,26.9,"12.8","11.8","yes","1","9",NA,NA,"3",NA,NA,0,1,1,400,NA,NA,NA,200,2,"1","yes","moderate","102.1 (7:02)","possibly lactating, no baby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.087414103891,18.9125858961089,"yes"
"86","KEL242","2019-01-06","1086_969","Angavokely_Edup",-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",335,"15.52",125.6,59.7,24.8,"15.2","16.3","yes","1","1",NA,NA,NA,NA,NA,1,1,1,300,NA,NA,NA,200,2,"1","yes","moderate",NA,"bat has 2 tags, recaptured twice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.000020699219,30.9999793007806,"yes"
"87","KEL243","2019-01-06","964_1609","Angavokely_Edup",-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",150,"12.53",131.4,63.3,22.4,"17.7","16.1","yes","1","3",NA,"1",NA,NA,NA,0,1,1,200,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.354828081968,-181.354828081968,"yes"
