sampleid,age,sex,species,aging_method,extracted
TSI004,1,M,Pteropus_rufus,tooth,N
TSI005,0.794520548,F,Pteropus_rufus,juvenile,N
TSI007,1,M,Pteropus_rufus,tooth,N
TSI008,4,F,Pteropus_rufus,tooth,N
TSI009,0.802739726,F,Pteropus_rufus,juvenile,N
TSI011,4,F,Pteropus_rufus,tooth,N
TSI012,2,M,Pteropus_rufus,tooth,N
TSI013,6,F,Pteropus_rufus,tooth,N
TSI014,0.808219178,M,Pteropus_rufus,juvenile,N
TSI022,2,M,Pteropus_rufus,tooth,N
TSI023,3,F,Pteropus_rufus,tooth,N
TSI025,2,F,Pteropus_rufus,tooth,N
TSI026,2,M,Pteropus_rufus,tooth,N
TSI027,3,M,Pteropus_rufus,tooth,N
TSI028,1,F,Pteropus_rufus,tooth,N
TSI029,2,M,Pteropus_rufus,tooth,N
TSI030,3,F,Pteropus_rufus,tooth,N
TSI031,0.926027397,M,Pteropus_rufus,juvenile,N
TSI032,1,M,Pteropus_rufus,tooth,N
TSI033,0.928767123,M,Pteropus_rufus,juvenile,N
TSI035,1,F,Pteropus_rufus,tooth,N
TSI036,0.994520548,M,Pteropus_rufus,juvenile,N
TSI039,0.997260274,M,Pteropus_rufus,juvenile,N
TSI040,0.997260274,F,Pteropus_rufus,juvenile,N
TSI041,0.97260274,M,Pteropus_rufus,juvenile,N
TSI042,0.997260274,M,Pteropus_rufus,juvenile,N
TSI043,0.997260274,M,Pteropus_rufus,juvenile,N
TSI045,0.010958904,F,Pteropus_rufus,juvenile,N
TSI046,2,M,Pteropus_rufus,tooth,N
TSI049,0.071232877,M,Pteropus_rufus,juvenile,N
TSI051,0.073972603,M,Pteropus_rufus,juvenile,N
TSI055,0.079452055,M,Pteropus_rufus,juvenile,N
TSI056,0.079452055,F,Pteropus_rufus,juvenile,N
TSI059,0.084931507,F,Pteropus_rufus,juvenile,N
TSI060,0.084931507,M,Pteropus_rufus,juvenile,N
TSI065,8,M,Pteropus_rufus,tooth,N
TSI066,0.405479452,F,Pteropus_rufus,juvenile,N
TSI067,7,M,Pteropus_rufus,tooth,N
TSI068,2,M,Pteropus_rufus,tooth,N
TSI069,2,M,Pteropus_rufus,tooth,N
TSI070,3,F,Pteropus_rufus,tooth,N
TSI071,0.41369863,F,Pteropus_rufus,juvenile,N
TSI073,0.416438356,M,Pteropus_rufus,juvenile,N
TSI074,2,M,Pteropus_rufus,tooth,N
TSI075,2,M,Pteropus_rufus,tooth,N
TSI079,0.432876712,M,Pteropus_rufus,juvenile,N
TSI082,0.564383562,M,Pteropus_rufus,juvenile,N
TSI083,0.567123288,F,Pteropus_rufus,juvenile,N
TSI085,0.569863014,M,Pteropus_rufus,juvenile,N
TSI087,0.57260274,M,Pteropus_rufus,juvenile,N
TSI088,0.57260274,M,Pteropus_rufus,juvenile,N
TSI090,0.580821918,M,Pteropus_rufus,juvenile,N
WAY023,0.873972603,M,Eidolon_dupreanum,juvenile,N
WAY074,3,M,Eidolon_dupreanum,tooth,N
WAY075,3,M,Eidolon_dupreanum,tooth,N
WAY076,7,M,Eidolon_dupreanum,tooth,N
WAY077,5,M,Eidolon_dupreanum,tooth,N
WAY078,1,F,Eidolon_dupreanum,tooth,N
WAY080,1,F,Eidolon_dupreanum,tooth,N
WAY082,7,F,Eidolon_dupreanum,tooth,N
