"barcode_id","sampleid","roost_site","latitude_s","longitude_e","researchers_present","sampling_session","net_date","net_open_time","net_close_time","exit_count","capture_time","processing_date","processing_time_start","processing_time_end","weather","bat_species","duplicated_sampleid","recap","bat_sex","bat_age_class","young_of_year","pupmom_pair","pup_or_mom","sampleid_pupmom_pair","fed_bananas_before","bat_weight_g","body_length_cm","bat_forearm_mm","bat_tibia_mm","ear_length_mm","gonad_length_mm","gonad_width_mm","hair_y_n","wing_punch","bat_flies","meglastreblidae","fleas","mites","ticks","t_star","urine_vial","feces_vial","throat_vial","eppendorf_vol_ul","serum_aliquots_num","rbc_aliquots_num","buffy_coat_aliquots_num","rna_protect_vol_ul","slides_thin_num","slides_thick_num","filter_y_n","toothwear","temperature_f","notes","check_notes_y_n","performed_necropsy","spleen_rna_preserve","liver_rna_preserve","kidney_rna_preserve","brain_rna_preserve","spleen_plain","liver_plain","kidney_plain","brain_plain","liver_aluminum","kidney_aluminum","gonads_aluminum","brain_aluminum","intestines_aluminum","teeth_num","tooth_type","predicted_mass_g","mass_forearm_residual","recap_new","match"
"921","ANGB110","Angavobe_Edup",-18.944,47.9491,"CB, CR, AR, Bido",33,NA,NA,NA,NA,NA,2016-01-08,NA,NA,NA,"Eidolon dupreanum","y","yes","female","NL",NA,NA,NA,NA,"unknown",350,"19.1",128.9,60.8,23.7,"0.76","3.8","yes","2","5",NA,"0","24",NA,NA,2,2,2,400,NA,NA,NA,NA,3,"3","yes","new","98(10:03);103(10:23)","Fed sugar water and release at dusk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005595529","MIZ465","Maromizaha_Rmad",-18.9623,48.4525,"KR, AG, AA, FR",70,NA,NA,NA,NA,NA,2019-07-03,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A",NA,"no",NA,NA,"unknown",65,"11.21",65.1,31.8,14.8,"7.7","8.8","yes","1","3","2","0","1",1,NA,0,1,1,300,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005595529","MIZ617","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",60,"11",65,30,9,"13","8","yes","1","7","0","0","0",0,NA,1,1,1,500,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5708987613542,3.42910123864584,"yes",1
"956000005595529","MIZ574","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",74,"11.51",65.4,32.1,9.3,"7.5","8.1","yes","1","2","0","0","25",0,NA,1,1,1,300,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.0890512686455,16.9109487313545,"yes",1
"956000005595529","MIZ649","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",60,"11.3",68.6,30,13,"4","7","yes","1","6","1","0","3",0,NA,1,1,1,215,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2894209765613,-1.28942097656126,"yes",1
"956000005595846","MIZ532","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF",81,NA,NA,NA,NA,NA,2019-10-15,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"12.62",72.7,36.4,10.5,"13.2","10.4","yes","1","9","0","0","10",0,NA,0,1,1,500,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8116781563054,3.18832184369461,"yes",1
"956000005595846","MIZ572","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",91,"12.6",73.9,35.6,11.5,"8.6","9.5","yes","1","18","5","0","9",0,NA,0,1,1,500,NA,NA,NA,40,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4571968468706,22.5428031531294,"yes",1
"956000005595969","KEL374","Angavokely_Edup",-18.9327,47.7578,"AG, FR, SA, SK, KF, AA, SG",78,NA,NA,NA,NA,NA,2019-09-20,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",363,"22.9",130.1,63.6,27.9,"8.1","7.5","yes","1","0","0","0","0",0,NA,1,1,1,400,NA,NA,NA,300,2,"1","yes","moderate",NA,"Band # 1300 silver. PIT tagged for the first time today (9/20/2019). Band removed on 9/30/2022.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.614300772065,41.385699227935,"yes",1
"956000005595969","KEL349","Angavokely_Edup",-18.9327,47.7578,"KR, AA, FR, AG",71,NA,NA,NA,NA,NA,2019-07-07,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,"no",NA,NA,"unknown",370,"24.3",129,62.2,29.5,"12.1","11.4","yes","1","2","0","5","3",0,NA,1,1,1,500,NA,NA,NA,150,2,"1","yes","moderate","101.5, 103 (2:53), 99.3 (3:08), 97.8 (3:16), 96.7 (3:21), 97.2 (3:27)","Band # 1300 silver. PIT tagged for the first time next capture (9/20/2019 KEL374). Band removed on 9/30/2022.",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005596513","KEL179","Angavokely_Edup",-18.9327,47.7578,"CB, CR, AR, AFA",38,NA,NA,NA,NA,NA,2018-02-16,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",310,"20.6",130.5,58.9,30.9,"22.7","24.5","yes","1","2",NA,"0","2",0,NA,0,1,1,200,NA,NA,NA,200,2,"2","yes","moderate","97.3 (9:59); 97 (10:06)","3rd time recapture. Took tooth in Dec 2014 upon second capture. Wound fully healed; took photos. Started to adminsiter anesthesia before realizing that tooth had been taken before",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.830292972654,-12.8302929726538,"yes",1
"956000005596513","KEL68","Angavokely_Edup",-18.9327,47.7578,"CB, CR, MR",20,NA,NA,NA,NA,NA,2014-12-17,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,NA,NA,NA,"unknown",330,"20.5",133.6,61.7,30,"13.2","22.2","yes",NA,"2",NA,"2","20",NA,NA,2,2,2,500,NA,NA,NA,NA,2,"2","yes","mild","103.8 (14:13); 101.4 (14:22); 98.1 (14:28); 97.5 (14:35); 97.2 (14:41); 96.2 (14:50); 95.4 (14:56)","Fed sugar water and released at dusk post-processing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005596513","KEL447","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,2020-02-02,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",380,"20",133,60,27,"17","12","yes","1","0","0","0","0",0,NA,0,1,1,650,NA,NA,NA,250,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.449535100078,49.5504648999225,"yes",1
"956000005596513","KEL195","Angavokely_Edup",-18.9327,47.7578,"CR, AFA, AR",42,NA,NA,NA,NA,NA,2018-04-10,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",350,"21",130.7,62.4,25.7,"21.7","12.3","yes","1","17",NA,"9","2",0,NA,0,1,1,300,NA,NA,NA,200,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.438609810598,26.5613901894016,"yes",1
"956000005596513","KEL58","Angavokely_Edup",-18.9327,47.7578,"CB, CR, MR",13,NA,NA,NA,NA,NA,2014-10-08,NA,NA,NA,"Eidolon dupreanum","","yes","male","A",NA,NA,NA,NA,"unknown",320,"19.9",130.1,62.1,30.1,"9.1","6.1","yes",NA,"0",NA,"0","7",NA,NA,0,2,2,700,NA,NA,NA,NA,2,"1",NA,"moderate","99.8 (23:18); 100.8 (23:28)","Fed sugar water and release at night",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005597670","MIZ528","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF",81,NA,NA,NA,NA,NA,2019-10-15,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",68,"11.74",74.8,34.5,11.8,"6.6","4.3","yes","1","2","0","0","4",0,NA,0,1,1,400,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6999009216504,-1.69990092165035,"yes",1
"956000005597670","MIZ457","Maromizaha_Rmad",-18.9623,48.4525,"KR, AG, AA, FR",70,NA,NA,NA,NA,NA,2019-07-03,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A",NA,"no",NA,NA,"unknown",75,"12.66",69.9,34.6,11.3,"8.7","9.8","yes","1","11","0","0","3",0,NA,0,1,1,500,NA,NA,NA,80,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005598679","KEL368","Angavokely_Edup",-18.9327,47.7578,"SG, AG, AA, FR, SA, CA, KF",75,NA,NA,NA,NA,NA,2019-08-24,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",385,"22.2",134.3,64.6,27.9,"16.2","15.3","yes","1","0","0","0","3",0,NA,0,1,1,900,NA,NA,NA,300,2,"1","yes","heavy","97.8 (10:36), 98.6 (10:40), 99.0 (10:44), 100 (10:50), 97.9 (10:58), 97.4 (11:10)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.424578424729,50.5754215752711,"yes",1
"956000005599218","MIZ624","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",80,"11.7",76,38,9,"12","9","yes","1","16","5","0","5",0,NA,1,1,1,500,NA,NA,NA,80,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3681732712911,8.63182672870889,"yes",1
"956000005599218","MIZ631","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",58,"12.1",73,36.1,12,"12","11","yes","1","3","0","0","5",0,NA,0,1,1,500,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2218291167311,-9.22182911673114,"yes",1
"956000005599714","MIZ569","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"11.99",72.9,33.8,11.4,"7.03","11","yes","1","1","0","0","9",0,NA,0,1,1,450,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0850209009086,-2.0850209009086,"yes",1
"956000005599714","MIZ489","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-18,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",75,"12.19",71.2,34,12.5,"7.6","11.7","yes","1","0","1","0","5",0,NA,1,1,1,500,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7732889153589,10.2267110846411,"yes",1
"956000005600431","MIZ584","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",73,"11.47",71.3,33.9,12.8,"9.1","7.8","yes","1","7","0","2","27",0,NA,0,1,1,500,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.908537758339,8.09146224166103,"yes",1
"956000005600431","MIZ537","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF",81,NA,NA,NA,NA,NA,2019-10-15,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",60,"11.43",70.5,32.9,12.9,"11.1","9.7","yes","1","6","2","0","15",0,NA,0,1,1,400,NA,NA,NA,40,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8291357224948,-3.82913572249478,"yes",1
"956000005600431","MIZ467","Maromizaha_Rmad",-18.9623,48.4525,"CB, AG, SG, AA, FR, SK, SA",74,NA,NA,NA,NA,NA,2019-08-22,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"10.6",72,34.9,13.2,"8.1","8.8","yes","1","3","0","0","3",0,NA,0,1,1,500,NA,NA,NA,150,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8578590494933,-0.857859049493328,"yes",1
"956000005600479","KEL373","Angavokely_Edup",-18.9327,47.7578,"AG, FR, SA, SK, KF, AA, SG",78,NA,NA,NA,NA,NA,2019-09-20,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",326,"20.1",125.2,58.1,22.3,"0.7","6.9","yes","1","0","0","0","0",0,NA,1,1,1,600,NA,NA,NA,200,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.78857487546,19.2114251245404,"yes",1
"956000005601111","MIZ587","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",64,"10.91",69.6,33.2,9.5,"6.8","5.6","yes","1","0","0","1","0",0,NA,0,1,1,500,NA,NA,NA,100,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6219086569328,1.37809134306725,"yes",1
"956000005601111","MIZ480","Maromizaha_Rmad",-18.9623,48.4525,"SG, AG, AA, FR, SA",74,NA,NA,NA,NA,NA,2019-08-23,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"11.42",70.2,32.5,12.5,"11.4","8.2","yes","1","1","1","0","4",0,NA,0,1,1,400,NA,NA,NA,80,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.42588914348,1.57411085651999,"yes",1
"956000005605380","MIZ610","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",66,"15.5",69.7,28,14.5,"8","7","yes","1","7","4","0","3",0,NA,0,1,1,500,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7556722941793,3.24432770582073,"yes",1
"956000005605555","MIZ640","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",NA,"11",70,31,13,"13","11","yes","1","8",NA,"0","1",0,NA,1,1,1,600,NA,NA,NA,40,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005605555","MIZ519","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-19,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",63,"10.37",72,33.1,9.6,"10.1","9.1","yes","1","7","0","0","7",0,NA,0,1,1,400,NA,NA,NA,60,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8578590494933,-2.85785904949333,"yes",1
"956000005605854","KEL471","Angavokely_Edup",-18.9327,47.7578,"AG, SA, FR",94,NA,NA,NA,NA,NA,2020-03-10,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",310,"20.3",134,61,25,"7.5","5","yes","1","0","0","0","0",0,NA,0,1,1,550,NA,NA,NA,200,2,"1","yes","mild","100.7 (13:39), 98.4 (13:46), 97.2 (13:52)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.890413150536,-13.8904131505365,"yes",1
"956000005669210","KEL244","Angavokely_Edup",-18.9327,47.7578,"CB, SG, MA, T, ",56,NA,NA,NA,NA,NA,2019-01-06,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",168,"10.66",112.6,53.7,24.2,NA,NA,"yes","1","1",NA,NA,NA,NA,NA,0,1,1,100,NA,NA,NA,100,2,"1","yes","mild",NA,"mammary very small. Recap. Tagged with a silver thumb band #1621 today. PIT tagged as KEL498 (2/25/2022)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.26788069493,-91.26788069493,"yes",1
"956000005669305","MIZ564","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65.5,"11.14",71.1,34.9,11.8,"11.7","7.5","yes","1","0","0","0","0",0,NA,0,1,1,350,NA,NA,NA,50,0,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6381323924889,0.861867607511144,"yes",1
"956000005669305","MIZ604","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",76,"11.8",72.4,35.2,12,"10","9","yes","1","23","0","0","20",0,NA,0,1,1,350,NA,NA,NA,50,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.4023492243193,9.59765077568072,"yes",1
"956000005669566","MIZ585","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",88,NA,NA,NA,NA,NA,2019-12-10,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",58.5,"11.82",70.2,33.1,14.2,"9.8","12.4","yes","1","2","0","0","9",0,NA,1,1,1,350,NA,NA,NA,100,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.42588914348,-4.92588914348001,"yes",1
"956000005669566","MIZ630","Maromizaha_Rmad",-18.9623,48.4525,"AG, SA, FR",93,NA,NA,NA,NA,NA,2020-03-09,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",95,"11.2",70,33,14,"11","7","yes","1","19","0","0","1",0,NA,1,1,1,450,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.157522945332,31.842477054668,"yes",1
"956000005669865","KEL340","Angavokely_Edup",-18.9327,47.7578,"KR, AA, FR",68,NA,NA,NA,NA,NA,2019-06-05,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL",NA,"no",NA,NA,"unknown",165,"22.5",131.4,58.9,31.7,"small","small","yes","1","9","0","0","5",0,NA,0,1,1,500,NA,NA,NA,200,2,"1","yes","mild","99.3 (18:22), 97.2 (18:39), 95.7 (18:46)",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",1
"956000005669865","KEL461","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,2020-02-02,NA,NA,NA,"Eidolon dupreanum","","yes","female","L","no","yes","mom","KEL462","unknown",330,"19",130,59,31,"10","7","yes","1","0","0","0","0",0,NA,0,1,1,550,NA,NA,NA,200,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.576442546395,18.423557453605,"yes",1
"956000005669865","KEL283B","Angavokely_Edup",-18.9327,47.7578,"KR, AG, AA, FR, HR",63,NA,NA,NA,NA,NA,2019-03-14,NA,NA,NA,"Eidolon dupreanum","","yes","female","NL","no","no",NA,NA,"unknown",295,"22.3",131.2,60.2,34.3,"small","small","yes","1",NA,NA,NA,"1",NA,NA,0,1,1,500,NA,NA,NA,150,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315.259686002485,-20.259686002485,"yes",1
"956000005670045","MIZ491","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-18,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",65,"11.68",74.8,35.7,13.9,"9.6","13.6","yes","1","2","0","5","0",0,NA,0,1,1,550,NA,NA,NA,150,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6999009216504,-4.69990092165035,"yes",1
"956000005670045","MIZ628","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",77,"12.77",74.5,34.6,12.4,"7.4","10.6","yes","1","7","0","0","8",0,NA,0,1,1,300,NA,NA,NA,50,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.2848539059008,7.71514609409915,"yes",1
"956000005670045","MIZ567","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",66,"12.8",75,35.6,11.9,"11.5","7.7","yes","1","8","3","0","20",0,NA,0,1,1,450,NA,NA,NA,80,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9770490840112,-3.97704908401116,"yes",1
"956000005670223","MIZ503","Maromizaha_Rmad",-18.9623,48.4525,"AG, FR, SA, SK, KF, AA, SG",77,NA,NA,NA,NA,NA,2019-09-18,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",68,"11.26",68.9,31.1,11.6,"8","9.2","yes","1","2","0","0","0",0,NA,1,1,1,500,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6881824008079,6.31181759919212,"yes",1
"956000005670223","MIZ614","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",90,NA,NA,NA,NA,NA,2020-01-31,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"10.5",79.5,31.5,10.5,"8.5","7","yes","1","5","0","0","12",1,NA,2,1,1,400,NA,NA,NA,75,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.3070246766826,-6.30702467668262,"yes",1
"956000005670223","MIZ479","Maromizaha_Rmad",-18.9623,48.4525,"SG, AG, AA, FR, SA",74,NA,NA,NA,NA,NA,2019-08-23,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",75,"11.38",68.7,33.1,11.4,"8.6","8.4","yes","1","4","0","0","5",0,NA,0,1,1,300,NA,NA,NA,50,2,"1","yes","moderate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4222474433962,13.5777525566038,"yes",1
"956000005670223","MIZ562","Maromizaha_Rmad",-18.9623,48.4525,"AA, AS, FR",85,NA,NA,NA,NA,NA,2019-11-14,NA,NA,NA,"Rousettus madagascariensis","","yes","male","A","no","no",NA,NA,"unknown",70,"11.63",66.6,32.9,12,"10.8","7.9","yes","1","5","4","0","8",0,NA,0,1,1,450,NA,NA,NA,50,2,"1","yes","mild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6527477982217,11.3472522017783,"yes",1
"956000005670792","WAY059","Ankarana_Chauves_Souris_Edup",-12.959336,49.123698,"SG, AA, AG, FR, SA",87,NA,NA,NA,NA,NA,2019-11-28,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",332,"21.8",124,61,23.8,"15.6","13","yes","1","5","0","2","3",4,NA,0,1,1,550,NA,NA,NA,200,2,"1","yes","mild","96.4 (10:00)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.177826664364,28.8221733356359,"yes",1
"956000005671203","KEL442","Angavokely_Edup",-18.9327,47.7578,"AA, AS, FR",91,NA,NA,NA,NA,NA,2020-02-02,NA,NA,NA,"Eidolon dupreanum","","yes","male","A","no","no",NA,NA,"unknown",375,"23",132,66.5,20.1,"17","16","yes","1","0","0","0","0",0,NA,1,1,1,550,NA,NA,NA,250,2,"1","yes","moderate",NA,"Banded 2/5/19 as # 897 KEL285, PIT tagged today, Band removed on 9/30/22 as KEL648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.3978618428,47.6021381571997,"yes",1
