sampleid,age,sex,species,aging_method,extracted
MIZ245,0.019178082,M,Rousettus_madagascariensis,juvenile,
MIZ248,0.019178082,M,Rousettus_madagascariensis,juvenile,
MIZ255,0.019178082,M,Rousettus_madagascariensis,juvenile,
MIZ256,0.019178082,M,Rousettus_madagascariensis,juvenile,
MIZ258,0.019178082,M,Rousettus_madagascariensis,juvenile,
MIZ263,0.021917808,M,Rousettus_madagascariensis,juvenile,
MIZ264,0.021917808,M,Rousettus_madagascariensis,juvenile,
MIZ272,0.021917808,M,Rousettus_madagascariensis,juvenile,
KEL23,0.024657534,M,Eidolon_dupreanum,juvenile,
KEL27,0.024657534,M,Eidolon_dupreanum,juvenile,
WAY072,0.030136986,M,Eidolon_dupreanum,juvenile,
MIZ286,0.057534247,M,Rousettus_madagascariensis,juvenile,
MIZ287,0.057534247,M,Rousettus_madagascariensis,juvenile,
MIZ296,0.060273973,M,Rousettus_madagascariensis,juvenile,
KEL435,0.065753425,M,Eidolon_dupreanum,juvenile,
MIZ304,0.065753425,M,Rousettus_madagascariensis,juvenile,
MIZ305,0.065753425,M,Rousettus_madagascariensis,juvenile,
MIZ306,0.065753425,M,Rousettus_madagascariensis,juvenile,
MIZ312,0.071232877,M,Rousettus_madagascariensis,juvenile,
MIZ313,0.071232877,M,Rousettus_madagascariensis,juvenile,
TSI049,0.071232877,M,Pteropus_rufus,juvenile,
ANGB49,0.073972603,M,Eidolon_dupreanum,juvenile,
ANGB51,0.073972603,M,Eidolon_dupreanum,juvenile,
MIZ325,0.073972603,M,Rousettus_madagascariensis,juvenile,
MIZ326,0.073972603,M,Rousettus_madagascariensis,juvenile,
MIZ327,0.073972603,M,Rousettus_madagascariensis,juvenile,
TSI051,0.073972603,M,Pteropus_rufus,juvenile,
MIZ336,0.076712329,M,Rousettus_madagascariensis,juvenile,
TSI055,0.079452055,M,Pteropus_rufus,juvenile,
KEL82,0.084931507,M,Eidolon_dupreanum,juvenile,
KEL92,0.084931507,M,Eidolon_dupreanum,juvenile,
TSI060,0.084931507,M,Pteropus_rufus,juvenile,
MIZ888,0.090410959,M,Rousettus_madagascariensis,juvenile,
MIZ889,0.090410959,M,Rousettus_madagascariensis,juvenile,
MIZ890,0.090410959,M,Rousettus_madagascariensis,juvenile,
MIZ895,0.090410959,M,Rousettus_madagascariensis,juvenile,
MIZ896,0.090410959,M,Rousettus_madagascariensis,juvenile,
MARO5,0.095890411,M,Pteropus_rufus,juvenile,
MARO8,0.104109589,M,Pteropus_rufus,juvenile,
MAK2,0.106849315,M,Pteropus_rufus,juvenile,
MIZ107,0.109589041,M,Rousettus_madagascariensis,juvenile,
MIZ124,0.109589041,M,Rousettus_madagascariensis,juvenile,
MIZ126,0.109589041,M,Rousettus_madagascariensis,juvenile,
MIZ130,0.109589041,M,Rousettus_madagascariensis,juvenile,
MIZ132,0.109589041,M,Rousettus_madagascariensis,juvenile,
AMB4,0.126027397,M,Pteropus_rufus,juvenile,
AMB5,0.126027397,M,Pteropus_rufus,juvenile,
AMB7,0.126027397,M,Pteropus_rufus,juvenile,
AMB10,0.128767123,M,Pteropus_rufus,juvenile,
AMB12,0.128767123,M,Pteropus_rufus,juvenile,
AMB15,0.134246575,M,Pteropus_rufus,juvenile,
AMB18,0.134246575,M,Pteropus_rufus,juvenile,
KEL253,0.136986301,M,Eidolon_dupreanum,juvenile,
MIZ349,0.136986301,M,Rousettus_madagascariensis,juvenile,
MIZ364,0.136986301,M,Rousettus_madagascariensis,juvenile,
MIZ370,0.136986301,M,Rousettus_madagascariensis,juvenile,
MIZ371,0.136986301,M,Rousettus_madagascariensis,juvenile,
ANA029,0.164383562,M,Pteropus_rufus,juvenile,
ANA031,0.164383562,M,Pteropus_rufus,juvenile,
MARO51,0.164383562,M,Pteropus_rufus,juvenile,
ANA036,0.167123288,M,Pteropus_rufus,juvenile,
MARO55,0.167123288,M,Pteropus_rufus,juvenile,
MARO64,0.175342466,M,Pteropus_rufus,juvenile,
MIZ907,0.175342466,M,Rousettus_madagascariensis,juvenile,
MIZ921,0.175342466,M,Rousettus_madagascariensis,juvenile,
MIZ927,0.175342466,M,Rousettus_madagascariensis,juvenile,
AMB44,0.183561644,M,Pteropus_rufus,juvenile,
MIZ141,0.183561644,M,Rousettus_madagascariensis,juvenile,
AMB49,0.18630137,M,Pteropus_rufus,juvenile,
MIZ153,0.18630137,M,Rousettus_madagascariensis,juvenile,
MIZ374,0.197260274,M,Rousettus_madagascariensis,juvenile,
MIZ375,0.197260274,M,Rousettus_madagascariensis,juvenile,
MIZ376,0.197260274,M,Rousettus_madagascariensis,juvenile,
MIZ377,0.197260274,M,Rousettus_madagascariensis,juvenile,
MIZ395,0.2,M,Rousettus_madagascariensis,juvenile,
MIZ401,0.2,M,Rousettus_madagascariensis,juvenile,
MIZ402,0.2,M,Rousettus_madagascariensis,juvenile,
MLB002,0.202739726,M,Pteropus_rufus,juvenile,
MLB003,0.205479452,M,Pteropus_rufus,juvenile,
MIZ655,0.208219178,M,Rousettus_madagascariensis,juvenile,
MIZ659,0.208219178,M,Rousettus_madagascariensis,juvenile,
MIZ670,0.208219178,M,Rousettus_madagascariensis,juvenile,
MIZ673,0.208219178,M,Rousettus_madagascariensis,juvenile,
KEL452,0.210958904,M,Eidolon_dupreanum,juvenile,
KEL457,0.210958904,M,Eidolon_dupreanum,juvenile,
KEL281,0.219178082,M,Eidolon_dupreanum,juvenile,
KEL681,0.24109589,M,Eidolon_dupreanum,juvenile,
KEL684,0.24109589,M,Eidolon_dupreanum,juvenile,
KEL719,0.24109589,M,Eidolon_dupreanum,juvenile,
KEL729,0.24109589,M,Eidolon_dupreanum,juvenile,
KEL159,0.246575342,M,Eidolon_dupreanum,juvenile,
KEL169,0.246575342,M,Eidolon_dupreanum,juvenile,
KEL171,0.246575342,M,Eidolon_dupreanum,juvenile,
MIZ933,0.254794521,M,Rousettus_madagascariensis,juvenile,
MIZ937,0.254794521,M,Rousettus_madagascariensis,juvenile,
MIZ946,0.254794521,M,Rousettus_madagascariensis,juvenile,
AMB95,0.298630137,M,Pteropus_rufus,juvenile,
AMB99,0.301369863,M,Pteropus_rufus,juvenile,
KEL461B,0.315068493,M,Eidolon_dupreanum,juvenile,
KEL485,0.315068493,M,Eidolon_dupreanum,juvenile,
KEL514,0.317808219,M,Eidolon_dupreanum,juvenile,
KEL521,0.317808219,M,Eidolon_dupreanum,juvenile,
KEL531,0.317808219,M,Eidolon_dupreanum,juvenile,
KEL268B,0.320547945,M,Eidolon_dupreanum,juvenile,
MIZ427,0.323287671,M,Rousettus_madagascariensis,juvenile,
MIZ176,0.331506849,M,Rousettus_madagascariensis,juvenile,
ANA057,0.334246575,M,Pteropus_rufus,juvenile,
ANA063,0.334246575,M,Pteropus_rufus,juvenile,
ANA064,0.334246575,M,Pteropus_rufus,juvenile,
ANA065,0.334246575,M,Pteropus_rufus,juvenile,
ANA068,0.336986301,M,Pteropus_rufus,juvenile,
ANA070,0.336986301,M,Pteropus_rufus,juvenile,
ANA071,0.339726027,M,Pteropus_rufus,juvenile,
ANA072,0.339726027,M,Pteropus_rufus,juvenile,
ANA073,0.339726027,M,Pteropus_rufus,juvenile,
ANA077,0.342465753,M,Pteropus_rufus,juvenile,
MIZ95,0.367123288,M,Rousettus_madagascariensis,juvenile,
ANDH1,0.37260274,M,Eidolon_dupreanum,juvenile,
MARO14,0.389041096,M,Pteropus_rufus,juvenile,
MIZ712,0.405479452,M,Rousettus_madagascariensis,juvenile,
MIZ713,0.405479452,M,Rousettus_madagascariensis,juvenile,
AMB133,0.41369863,M,Pteropus_rufus,juvenile,
MARO087,0.41369863,M,Pteropus_rufus,juvenile,
MARO090,0.41369863,M,Pteropus_rufus,juvenile,
MARO091,0.41369863,M,Pteropus_rufus,juvenile,
MARO092,0.416438356,M,Pteropus_rufus,juvenile,
MARO093,0.416438356,M,Pteropus_rufus,juvenile,
MARO094,0.416438356,M,Pteropus_rufus,juvenile,
MARO095,0.416438356,M,Pteropus_rufus,juvenile,
TSI073,0.416438356,M,Pteropus_rufus,juvenile,
MARO096,0.419178082,M,Pteropus_rufus,juvenile,
MARO099,0.419178082,M,Pteropus_rufus,juvenile,
MARO100,0.419178082,M,Pteropus_rufus,juvenile,
MARO103,0.421917808,M,Pteropus_rufus,juvenile,
MARO105,0.421917808,M,Pteropus_rufus,juvenile,
MARO106,0.421917808,M,Pteropus_rufus,juvenile,
MARO108,0.424657534,M,Pteropus_rufus,juvenile,
TSI079,0.432876712,M,Pteropus_rufus,juvenile,
ANGB78,0.44109589,M,Eidolon_dupreanum,juvenile,
MARO66,0.443835616,M,Pteropus_rufus,juvenile,
MARO70,0.449315068,M,Pteropus_rufus,juvenile,
AMB63,0.463013699,M,Pteropus_rufus,juvenile,
AMB71,0.468493151,M,Pteropus_rufus,juvenile,
AMB73,0.471232877,M,Pteropus_rufus,juvenile,
AMB74,0.471232877,M,Pteropus_rufus,juvenile,
AMB77,0.473972603,M,Pteropus_rufus,juvenile,
AMB170,0.487671233,M,Pteropus_rufus,juvenile,
CDG221,0.5,M,Rousettus_madagascariensis,tooth,
CDG234,0.5,M,Rousettus_madagascariensis,tooth,
CDG239,0.5,M,Rousettus_madagascariensis,tooth,
ANA100,0.501369863,M,Pteropus_rufus,juvenile,
ANA101,0.504109589,M,Pteropus_rufus,juvenile,
ANA102,0.504109589,M,Pteropus_rufus,juvenile,
ANA104,0.504109589,M,Pteropus_rufus,juvenile,
ROU249,0.509589041,M,Rousettus_madagascariensis,juvenile,
ROU251,0.509589041,M,Rousettus_madagascariensis,juvenile,
ROU252,0.509589041,M,Rousettus_madagascariensis,juvenile,
AMB142,0.545205479,M,Pteropus_rufus,juvenile,
AMB144,0.545205479,M,Pteropus_rufus,juvenile,
ROU204,0.547945205,M,Rousettus_madagascariensis,juvenile,
AMB146,0.550684932,M,Pteropus_rufus,juvenile,
MIZ456,0.553424658,M,Rousettus_madagascariensis,juvenile,
TSI082,0.564383562,M,Pteropus_rufus,juvenile,
TSI085,0.569863014,M,Pteropus_rufus,juvenile,
TSI087,0.57260274,M,Pteropus_rufus,juvenile,
TSI088,0.57260274,M,Pteropus_rufus,juvenile,
TSI090,0.580821918,M,Pteropus_rufus,juvenile,
MARO78,0.624657534,M,Pteropus_rufus,juvenile,
MARO79,0.62739726,M,Pteropus_rufus,juvenile,
MARO80,0.62739726,M,Pteropus_rufus,juvenile,
ROU10,0.632876712,M,Rousettus_madagascariensis,juvenile,
ROU11,0.632876712,M,Rousettus_madagascariensis,juvenile,
ROU13,0.632876712,M,Rousettus_madagascariensis,juvenile,
ROU4,0.632876712,M,Rousettus_madagascariensis,juvenile,
ROU5,0.632876712,M,Rousettus_madagascariensis,juvenile,
ROU6,0.632876712,M,Rousettus_madagascariensis,juvenile,
ROU103,0.652054795,M,Rousettus_madagascariensis,juvenile,
ROU95,0.652054795,M,Rousettus_madagascariensis,juvenile,
EMA5,0.654794521,M,Eidolon_dupreanum,juvenile,
EMA7,0.654794521,M,Eidolon_dupreanum,juvenile,
ROU104,0.654794521,M,Rousettus_madagascariensis,juvenile,
ROU111,0.654794521,M,Rousettus_madagascariensis,juvenile,
KEL611,0.679452055,M,Eidolon_dupreanum,juvenile,
KEL618,0.682191781,M,Eidolon_dupreanum,juvenile,
ANGB146,0.690410959,M,Eidolon_dupreanum,juvenile,
KEL221,0.690410959,M,Eidolon_dupreanum,juvenile,
KEL236,0.690410959,M,Eidolon_dupreanum,juvenile,
MIZ469,0.690410959,M,Rousettus_madagascariensis,juvenile,
MIZ471,0.690410959,M,Rousettus_madagascariensis,juvenile,
MIZ233,0.745205479,M,Rousettus_madagascariensis,juvenile,
MIZ243,0.747945205,M,Rousettus_madagascariensis,juvenile,
MAK9,0.778082192,M,Pteropus_rufus,juvenile,
MAH3,0.783561644,M,Pteropus_rufus,juvenile,
MAH7,0.783561644,M,Pteropus_rufus,juvenile,
ROU134,0.794520548,M,Rousettus_madagascariensis,juvenile,
ROU136,0.794520548,M,Rousettus_madagascariensis,juvenile,
MARO1,0.8,M,Pteropus_rufus,tooth,
TSI014,0.808219178,M,Pteropus_rufus,juvenile,
MIZ787,0.816438356,M,Rousettus_madagascariensis,juvenile,
MIZ525,0.838356164,M,Rousettus_madagascariensis,juvenile,
KEL378,0.84109589,M,Eidolon_dupreanum,juvenile,
AMB153,0.852054795,M,Pteropus_rufus,juvenile,
ANA001,0.852054795,M,Pteropus_rufus,juvenile,
ANA002,0.857534247,M,Pteropus_rufus,juvenile,
ANA003,0.857534247,M,Pteropus_rufus,juvenile,
ANA004,0.857534247,M,Pteropus_rufus,juvenile,
ANA005,0.860273973,M,Pteropus_rufus,juvenile,
KEL629,0.865753425,M,Eidolon_dupreanum,juvenile,
KEL637,0.865753425,M,Eidolon_dupreanum,juvenile,
KEL638,0.865753425,M,Eidolon_dupreanum,juvenile,
KEL639,0.865753425,M,Eidolon_dupreanum,juvenile,
KEL644,0.868493151,M,Eidolon_dupreanum,juvenile,
KEL647,0.868493151,M,Eidolon_dupreanum,juvenile,
WAY005,0.871232877,M,Eidolon_dupreanum,juvenile,
WAY011,0.871232877,M,Eidolon_dupreanum,juvenile,
WAY015,0.873972603,M,Eidolon_dupreanum,juvenile,
WAY023,0.873972603,M,Eidolon_dupreanum,juvenile,
WAY024,0.873972603,M,Eidolon_dupreanum,juvenile,
RTC007,0.893150685,M,Rousettus_madagascariensis,juvenile,
RTC009,0.893150685,M,Rousettus_madagascariensis,juvenile,
ROU162,0.904109589,M,Rousettus_madagascariensis,juvenile,
AND26,0.906849315,M,Eidolon_dupreanum,juvenile,
KEL394,0.915068493,M,Eidolon_dupreanum,juvenile,
MARO42,0.920547945,M,Pteropus_rufus,juvenile,
TSI031,0.926027397,M,Pteropus_rufus,juvenile,
TSI033,0.928767123,M,Pteropus_rufus,juvenile,
MIZ806,0.931506849,M,Rousettus_madagascariensis,juvenile,
WAY033,0.956164384,M,Eidolon_dupreanum,juvenile,
WAY035,0.956164384,M,Eidolon_dupreanum,juvenile,
WAY045,0.95890411,M,Eidolon_dupreanum,juvenile,
WAY052,0.961643836,M,Eidolon_dupreanum,juvenile,
WAY053,0.961643836,M,Eidolon_dupreanum,juvenile,
CAT033,0.967123288,M,Eidolon_dupreanum,juvenile,
MIZ836,0.97260274,M,Rousettus_madagascariensis,juvenile,
MIZ839,0.97260274,M,Rousettus_madagascariensis,juvenile,
MIZ840,0.97260274,M,Rousettus_madagascariensis,juvenile,
TSI041,0.97260274,M,Pteropus_rufus,juvenile,
MIZ843,0.975342466,M,Rousettus_madagascariensis,juvenile,
TSI036,0.994520548,M,Pteropus_rufus,juvenile,
KEL414,0.997260274,M,Eidolon_dupreanum,juvenile,
KEL416,0.997260274,M,Eidolon_dupreanum,juvenile,
KEL421,0.997260274,M,Eidolon_dupreanum,juvenile,
KEL422,0.997260274,M,Eidolon_dupreanum,juvenile,
MIZ43,0.997260274,M,Rousettus_madagascariensis,juvenile,
TSI039,0.997260274,M,Pteropus_rufus,juvenile,
TSI042,0.997260274,M,Pteropus_rufus,juvenile,
TSI043,0.997260274,M,Pteropus_rufus,juvenile,
AMB123,1,M,Pteropus_rufus,tooth,
AMB141,1,M,Pteropus_rufus,tooth,
AMB152,1,M,Pteropus_rufus,tooth,
AMB2,1,M,Pteropus_rufus,tooth,
AMB62,1,M,Pteropus_rufus,tooth,
AMB79,1,M,Pteropus_rufus,tooth,
AMB81,1,M,Pteropus_rufus,tooth,
AMB82,1,M,Pteropus_rufus,tooth,
AMB84,1,M,Pteropus_rufus,tooth,
ANGB111,1,M,Eidolon_dupreanum,tooth,
ANGB142,1,M,Eidolon_dupreanum,tooth,
ANGB2,1,M,Eidolon_dupreanum,tooth,
EMA2,1,M,Eidolon_dupreanum,tooth,
EMA3,1,M,Eidolon_dupreanum,tooth,
KEL139,1,M,Eidolon_dupreanum,tooth,
KEL213,1,M,Eidolon_dupreanum,tooth,
KEL219,1,M,Eidolon_dupreanum,tooth,
KEL254,1,M,Eidolon_dupreanum,tooth,
KEL262,1,M,Eidolon_dupreanum,tooth,
KEL273B,1,M,Eidolon_dupreanum,tooth,
KEL312,1,M,Eidolon_dupreanum,tooth,
KEL316,1,M,Eidolon_dupreanum,tooth,
KEL317,1,M,Eidolon_dupreanum,tooth,
KEL354,1,M,Eidolon_dupreanum,tooth,
KEL380,1,M,Eidolon_dupreanum,tooth,
KEL389,1,M,Eidolon_dupreanum,tooth,
KEL395,1,M,Eidolon_dupreanum,tooth,
KEL396,1,M,Eidolon_dupreanum,tooth,
KEL430,1,M,Eidolon_dupreanum,tooth,
KEL432,1,M,Eidolon_dupreanum,tooth,
KEL437,1,M,Eidolon_dupreanum,tooth,
KEL459,1,M,Eidolon_dupreanum,tooth,
KEL70,1,M,Eidolon_dupreanum,tooth,
KEL71,1,M,Eidolon_dupreanum,tooth,
KEL86,1,M,Eidolon_dupreanum,tooth,
KEL94,1,M,Eidolon_dupreanum,tooth,
MAH10,1,M,Pteropus_rufus,tooth,
MAK10,1,M,Pteropus_rufus,tooth,
MARO35,1,M,Pteropus_rufus,tooth,
MARO38,1,M,Pteropus_rufus,tooth,
MARO41,1,M,Pteropus_rufus,tooth,
MARO44,1,M,Pteropus_rufus,tooth,
MARO47,1,M,Pteropus_rufus,tooth,
MARO48,1,M,Pteropus_rufus,tooth,
MARO67,1,M,Pteropus_rufus,tooth,
MARO68,1,M,Pteropus_rufus,tooth,
MARO69,1,M,Pteropus_rufus,tooth,
MARO75,1,M,Pteropus_rufus,tooth,
MIZ48,1,M,Rousettus_madagascariensis,juvenile,
MIZ57,1,M,Rousettus_madagascariensis,juvenile,
RAK13,1,M,Rousettus_madagascariensis,tooth,
ROU12,1,M,Rousettus_madagascariensis,tooth,
TSI004,1,M,Pteropus_rufus,tooth,
TSI007,1,M,Pteropus_rufus,tooth,
TSI032,1,M,Pteropus_rufus,tooth,
WAY043,1,M,Eidolon_dupreanum,tooth,
MAH8,1.333333333,M,Pteropus_rufus,tooth,
MARO36,1.5,M,Pteropus_rufus,tooth,
AMB1,2,M,Pteropus_rufus,tooth,
AMB106,2,M,Pteropus_rufus,tooth,
AMB116,2,M,Pteropus_rufus,tooth,
AMB117,2,M,Pteropus_rufus,tooth,
AMB125,2,M,Pteropus_rufus,tooth,
AMB134,2,M,Pteropus_rufus,tooth,
AMB136,2,M,Pteropus_rufus,tooth,
AMB150,2,M,Pteropus_rufus,tooth,
AMB151,2,M,Pteropus_rufus,tooth,
AMB162,2,M,Pteropus_rufus,tooth,
AMB46,2,M,Pteropus_rufus,tooth,
AMB47,2,M,Pteropus_rufus,tooth,
AMB61,2,M,Pteropus_rufus,tooth,
AMB72,2,M,Pteropus_rufus,tooth,
AMB80,2,M,Pteropus_rufus,tooth,
AMB86,2,M,Pteropus_rufus,tooth,
AND1,2,M,Eidolon_dupreanum,tooth,
ANDH2,2,M,Eidolon_dupreanum,tooth,
ANGB112,2,M,Eidolon_dupreanum,tooth,
ANGB160,2,M,Eidolon_dupreanum,tooth,
ANGB161,2,M,Eidolon_dupreanum,tooth,
ANGB53,2,M,Eidolon_dupreanum,tooth,
CAT019,2,M,Eidolon_dupreanum,tooth,
CAT035,2,M,Eidolon_dupreanum,tooth,
KEL135,2,M,Eidolon_dupreanum,tooth,
KEL147,2,M,Eidolon_dupreanum,tooth,
KEL217,2,M,Eidolon_dupreanum,tooth,
KEL275B,2,M,Eidolon_dupreanum,tooth,
KEL276B,2,M,Eidolon_dupreanum,tooth,
KEL295,2,M,Eidolon_dupreanum,tooth,
KEL367,2,M,Eidolon_dupreanum,tooth,
KEL369,2,M,Eidolon_dupreanum,tooth,
KEL40,2,M,Eidolon_dupreanum,tooth,
KEL403,2,M,Eidolon_dupreanum,tooth,
KEL404,2,M,Eidolon_dupreanum,tooth,
KEL459B,2,M,Eidolon_dupreanum,tooth,
KEL486,2,M,Eidolon_dupreanum,tooth,
KEL68,2,M,Eidolon_dupreanum,tooth,
KEL69,2,M,Eidolon_dupreanum,tooth,
KEL95,2,M,Eidolon_dupreanum,tooth,
MAK7,2,M,Pteropus_rufus,tooth,
MARO52,2,M,Pteropus_rufus,tooth,
MARO65,2,M,Pteropus_rufus,tooth,
MLB009,2,M,Pteropus_rufus,tooth,
TSI012,2,M,Pteropus_rufus,tooth,
TSI022,2,M,Pteropus_rufus,tooth,
TSI026,2,M,Pteropus_rufus,tooth,
TSI029,2,M,Pteropus_rufus,tooth,
TSI046,2,M,Pteropus_rufus,tooth,
TSI068,2,M,Pteropus_rufus,tooth,
TSI069,2,M,Pteropus_rufus,tooth,
TSI074,2,M,Pteropus_rufus,tooth,
TSI075,2,M,Pteropus_rufus,tooth,
WAY047,2,M,Eidolon_dupreanum,tooth,
WAY048,2,M,Eidolon_dupreanum,tooth,
KEL65,2.333333333,M,Eidolon_dupreanum,tooth,
AND2,2.5,M,Eidolon_dupreanum,tooth,
ATS2,2.5,M,Eidolon_dupreanum,tooth,
AMB126,3,M,Pteropus_rufus,tooth,
AMB132,3,M,Pteropus_rufus,tooth,
AMB143,3,M,Pteropus_rufus,tooth,
AMB157,3,M,Pteropus_rufus,tooth,
AMB164,3,M,Pteropus_rufus,tooth,
AMB19,3,M,Pteropus_rufus,tooth,
AMB35,3,M,Pteropus_rufus,tooth,
AMB38,3,M,Pteropus_rufus,tooth,
AMB39,3,M,Pteropus_rufus,tooth,
AMB64,3,M,Pteropus_rufus,tooth,
AMB66,3,M,Pteropus_rufus,tooth,
AMB78,3,M,Pteropus_rufus,tooth,
AMB89,3,M,Pteropus_rufus,tooth,
AND33,3,M,Eidolon_dupreanum,tooth,
AND35,3,M,Eidolon_dupreanum,tooth,
AND37,3,M,Eidolon_dupreanum,tooth,
ANGB156,3,M,Eidolon_dupreanum,tooth,
ANGB42,3,M,Eidolon_dupreanum,tooth,
CAT027,3,M,Eidolon_dupreanum,tooth,
CAT034,3,M,Eidolon_dupreanum,tooth,
CDG223,3,M,Rousettus_madagascariensis,tooth,
EMA1,3,M,Eidolon_dupreanum,tooth,
KEL122,3,M,Eidolon_dupreanum,tooth,
KEL125,3,M,Eidolon_dupreanum,tooth,
KEL127,3,M,Eidolon_dupreanum,tooth,
KEL134,3,M,Eidolon_dupreanum,tooth,
KEL277B,3,M,Eidolon_dupreanum,tooth,
KEL298,3,M,Eidolon_dupreanum,tooth,
KEL361,3,M,Eidolon_dupreanum,tooth,
KEL368,3,M,Eidolon_dupreanum,tooth,
KEL392,3,M,Eidolon_dupreanum,tooth,
KEL51,3,M,Eidolon_dupreanum,tooth,
MAH11,3,M,Pteropus_rufus,tooth,
RAK14,3,M,Rousettus_madagascariensis,tooth,
TSI002,3,M,Pteropus_rufus,tooth,
TSI027,3,M,Pteropus_rufus,tooth,
WAY074,3,M,Eidolon_dupreanum,tooth,
WAY075,3,M,Eidolon_dupreanum,tooth,
KEL32,3.25,M,Eidolon_dupreanum,tooth,
KEL29,3.4,M,Eidolon_dupreanum,tooth,
AMB122,4,M,Pteropus_rufus,tooth,
AMB138,4,M,Pteropus_rufus,tooth,
AMB83,4,M,Pteropus_rufus,tooth,
AND3,4,M,Eidolon_dupreanum,tooth,
AND30,4,M,Eidolon_dupreanum,tooth,
ANGB132,4,M,Eidolon_dupreanum,tooth,
ANGB162,4,M,Eidolon_dupreanum,tooth,
KEL126,4,M,Eidolon_dupreanum,tooth,
KEL290,4,M,Eidolon_dupreanum,tooth,
KEL33,4,M,Eidolon_dupreanum,tooth,
KEL39,4,M,Eidolon_dupreanum,tooth,
KEL442,4,M,Eidolon_dupreanum,tooth,
KEL88,4,M,Eidolon_dupreanum,tooth,
WAY031,4,M,Eidolon_dupreanum,tooth,
WAY039,4,M,Eidolon_dupreanum,tooth,
AND4,4.5,M,Eidolon_dupreanum,tooth,
AMB37,4.6,M,Pteropus_rufus,tooth,
AMB52,5,M,Pteropus_rufus,tooth,
AND42,5,M,Eidolon_dupreanum,tooth,
ANGB4,5,M,Eidolon_dupreanum,tooth,
KEL28,5,M,Eidolon_dupreanum,tooth,
KEL297,5,M,Eidolon_dupreanum,tooth,
KEL31,5,M,Eidolon_dupreanum,tooth,
KEL349,5,M,Eidolon_dupreanum,tooth,
MLB005,5,M,Pteropus_rufus,tooth,
WAY077,5,M,Eidolon_dupreanum,tooth,
MARO45,5.75,M,Pteropus_rufus,tooth,
AMB90,6,M,Pteropus_rufus,tooth,
AND36,6,M,Eidolon_dupreanum,tooth,
AND43,6,M,Eidolon_dupreanum,tooth,
KEL124,6,M,Eidolon_dupreanum,tooth,
KEL198,6,M,Eidolon_dupreanum,tooth,
KEL263,6,M,Eidolon_dupreanum,tooth,
KEL37,6,M,Eidolon_dupreanum,tooth,
RAK3,6,M,Rousettus_madagascariensis,tooth,
AND40,7,M,Eidolon_dupreanum,tooth,
KEL123,7,M,Eidolon_dupreanum,tooth,
KEL252,7,M,Eidolon_dupreanum,tooth,
TSI067,7,M,Pteropus_rufus,tooth,
WAY076,7,M,Eidolon_dupreanum,tooth,
ANGB5,7.5,M,Eidolon_dupreanum,tooth,
AND29,8,M,Eidolon_dupreanum,tooth,
AND32,8,M,Eidolon_dupreanum,tooth,
ANGB157,8,M,Eidolon_dupreanum,tooth,
KEL366,8,M,Eidolon_dupreanum,tooth,
TSI065,8,M,Pteropus_rufus,tooth,
KEL345,9,M,Eidolon_dupreanum,tooth,
KEL42,9,M,Eidolon_dupreanum,tooth,
KEL48,9,M,Eidolon_dupreanum,tooth,
AND31,10,M,Eidolon_dupreanum,tooth,
AND34,10,M,Eidolon_dupreanum,tooth,
KEL348,10,M,Eidolon_dupreanum,tooth,
KEL56,10,M,Eidolon_dupreanum,tooth,
KEL35,11,M,Eidolon_dupreanum,tooth,
AND38,13,M,Eidolon_dupreanum,tooth,
