sampleid,bat_species,antigen,MFI,seropos_80_cutoff
KEL171,Eidolon dupreanum,AngV,945.75,1
KEL172,Eidolon dupreanum,AngV,990.75,1
KEL173,Eidolon dupreanum,AngV,933.75,1
KEL174,Eidolon dupreanum,AngV,334.75,0
KEL175,Eidolon dupreanum,AngV,192.75,0
KEL177,Eidolon dupreanum,AngV,2520.75,1
KEL178,Eidolon dupreanum,AngV,121.75,0
KEL179,Eidolon dupreanum,AngV,303.75,0
KEL180,Eidolon dupreanum,AngV,254.75,0
KEL181,Eidolon dupreanum,AngV,847.25,1
KEL182,Eidolon dupreanum,AngV,45.75,0
KEL183,Eidolon dupreanum,AngV,170.75,0
KEL185,Eidolon dupreanum,AngV,81,0
KEL186,Eidolon dupreanum,AngV,254.25,0
KEL187,Eidolon dupreanum,AngV,85.75,0
KEL188,Eidolon dupreanum,AngV,118.75,0
KEL190,Eidolon dupreanum,AngV,36.5,0
KEL191,Eidolon dupreanum,AngV,393.75,0
KEL192,Eidolon dupreanum,AngV,239.75,0
KEL193,Eidolon dupreanum,AngV,359.75,0
KEL195,Eidolon dupreanum,AngV,153.75,0
KEL196,Eidolon dupreanum,AngV,166.75,0
KEL197,Eidolon dupreanum,AngV,234.75,0
KEL201,Eidolon dupreanum,AngV,2302.75,1
KEL202,Eidolon dupreanum,AngV,299.25,0
KEL203,Eidolon dupreanum,AngV,57.75,0
KEL204,Eidolon dupreanum,AngV,425.25,0
KEL205,Eidolon dupreanum,AngV,76.75,0
KEL206,Eidolon dupreanum,AngV,131.25,0
KEL207,Eidolon dupreanum,AngV,121.75,0
KEL208,Eidolon dupreanum,AngV,49.75,0
KEL209,Eidolon dupreanum,AngV,62.75,0
KEL210,Eidolon dupreanum,AngV,234.5,0
KEL211,Eidolon dupreanum,AngV,344,0
KEL212,Eidolon dupreanum,AngV,125,0
KEL213,Eidolon dupreanum,AngV,313,0
KEL214,Eidolon dupreanum,AngV,207.75,0
KEL215,Eidolon dupreanum,AngV,9,0
KEL216,Eidolon dupreanum,AngV,2113.75,1
KEL217,Eidolon dupreanum,AngV,2790.25,1
KEL218,Eidolon dupreanum,AngV,1898,1
KEL219,Eidolon dupreanum,AngV,122.75,0
KEL220,Eidolon dupreanum,AngV,60,0
KEL221,Eidolon dupreanum,AngV,9,0
KEL222,Eidolon dupreanum,AngV,482,0
KEL223,Eidolon dupreanum,AngV,76,0
KEL224,Eidolon dupreanum,AngV,120.75,0
KEL225,Eidolon dupreanum,AngV,27.75,0
KEL226,Eidolon dupreanum,AngV,69.75,0
KEL227,Eidolon dupreanum,AngV,617.75,1
KEL228,Eidolon dupreanum,AngV,24.75,0
KEL229,Eidolon dupreanum,AngV,96,0
KEL230,Eidolon dupreanum,AngV,30,0
KEL231,Eidolon dupreanum,AngV,316,0
KEL232,Eidolon dupreanum,AngV,444.75,0
KEL233,Eidolon dupreanum,AngV,37.25,0
KEL234,Eidolon dupreanum,AngV,25.75,0
KEL236,Eidolon dupreanum,AngV,23,0
KEL238,Eidolon dupreanum,AngV,453,0
KEL239,Eidolon dupreanum,AngV,95,0
KEL241,Eidolon dupreanum,AngV,272,0
KEL242,Eidolon dupreanum,AngV,140.5,0
KEL243,Eidolon dupreanum,AngV,108.5,0
KEL244,Eidolon dupreanum,AngV,467.5,0
KEL245,Eidolon dupreanum,AngV,141,0
KEL246,Eidolon dupreanum,AngV,49,0
KEL247,Eidolon dupreanum,AngV,149,0
KEL248,Eidolon dupreanum,AngV,218.5,0
KEL249,Eidolon dupreanum,AngV,527.5,1
KEL250,Eidolon dupreanum,AngV,1374.5,1
KEL251,Eidolon dupreanum,AngV,127,0
KEL252,Eidolon dupreanum,AngV,307,0
KEL253,Eidolon dupreanum,AngV,83,0
KEL254,Eidolon dupreanum,AngV,711,1
KEL255,Eidolon dupreanum,AngV,59,0
KEL256,Eidolon dupreanum,AngV,17.5,0
KEL257,Eidolon dupreanum,AngV,136,0
KEL258,Eidolon dupreanum,AngV,10,0
KEL261,Eidolon dupreanum,AngV,92,0
KEL262,Eidolon dupreanum,AngV,137.5,0
KEL263,Eidolon dupreanum,AngV,180,0
KEL264,Eidolon dupreanum,AngV,27,0
KEL265,Eidolon dupreanum,AngV,1350,1
KEL266,Eidolon dupreanum,AngV,4862.5,1
KEL268,Eidolon dupreanum,AngV,2407.5,1
KEL268B,Eidolon dupreanum,AngV,56,0
KEL269,Eidolon dupreanum,AngV,104,0
KEL269B,Eidolon dupreanum,AngV,62.5,0
KEL270B,Eidolon dupreanum,AngV,305,0
KEL271,Eidolon dupreanum,AngV,146.25,0
KEL271B,Eidolon dupreanum,AngV,288,0
KEL272,Eidolon dupreanum,AngV,168,0
KEL272B,Eidolon dupreanum,AngV,236.5,0
KEL273,Eidolon dupreanum,AngV,238,0
KEL273B,Eidolon dupreanum,AngV,610,1
KEL274,Eidolon dupreanum,AngV,159,0
KEL274B,Eidolon dupreanum,AngV,151.5,0
KEL275,Eidolon dupreanum,AngV,171.5,0
KEL275B,Eidolon dupreanum,AngV,302.5,0
KEL276B,Eidolon dupreanum,AngV,129.5,0
KEL277,Eidolon dupreanum,AngV,35,0
KEL277B,Eidolon dupreanum,AngV,186.5,0
KEL278B,Eidolon dupreanum,AngV,256.5,0
KEL279,Eidolon dupreanum,AngV,104,0
KEL279B,Eidolon dupreanum,AngV,545,1
KEL280,Eidolon dupreanum,AngV,99,0
KEL280B,Eidolon dupreanum,AngV,495,0
KEL281,Eidolon dupreanum,AngV,28,0
KEL281B,Eidolon dupreanum,AngV,532.5,1
KEL282,Eidolon dupreanum,AngV,72,0
KEL282B,Eidolon dupreanum,AngV,302.5,0
KEL283,Eidolon dupreanum,AngV,267,0
KEL283B,Eidolon dupreanum,AngV,615.5,1
KEL284,Eidolon dupreanum,AngV,102,0
KEL285,Eidolon dupreanum,AngV,307,0
KEL285B,Eidolon dupreanum,AngV,1214.5,1
KEL286,Eidolon dupreanum,AngV,7,0
KEL286B,Eidolon dupreanum,AngV,552.5,1
KEL287,Eidolon dupreanum,AngV,83,0
KEL287B,Eidolon dupreanum,AngV,4545.5,1
KEL288,Eidolon dupreanum,AngV,29,0
KEL288B,Eidolon dupreanum,AngV,286.5,0
KEL289,Eidolon dupreanum,AngV,516,0
KEL289B,Eidolon dupreanum,AngV,155.5,0
KEL290,Eidolon dupreanum,AngV,203,0
KEL290B,Eidolon dupreanum,AngV,99.5,0
KEL291,Eidolon dupreanum,AngV,213,0
KEL291B,Eidolon dupreanum,AngV,2224.5,1
KEL292,Eidolon dupreanum,AngV,233,0
KEL293,Eidolon dupreanum,AngV,549,1
KEL293B,Eidolon dupreanum,AngV,1140.5,1
KEL294,Eidolon dupreanum,AngV,1,0
KEL294B,Eidolon dupreanum,AngV,5011.5,1
KEL295,Eidolon dupreanum,AngV,142,0
KEL295B,Eidolon dupreanum,AngV,268,0
KEL296,Eidolon dupreanum,AngV,29,0
KEL296B,Eidolon dupreanum,AngV,722.5,1
KEL297,Eidolon dupreanum,AngV,31,0
KEL297B,Eidolon dupreanum,AngV,899.5,1
KEL298,Eidolon dupreanum,AngV,4,0
KEL298B,Eidolon dupreanum,AngV,286.5,0
KEL299,Eidolon dupreanum,AngV,50,0
KEL299B,Eidolon dupreanum,AngV,280.5,0
KEL300B,Eidolon dupreanum,AngV,2595.5,1
KEL301B,Eidolon dupreanum,AngV,2434.5,1
KEL302B,Eidolon dupreanum,AngV,249.5,0
KEL303B,Eidolon dupreanum,AngV,148.5,0
KEL306,Eidolon dupreanum,AngV,241,0
KEL307,Eidolon dupreanum,AngV,1926.5,1
KEL308,Eidolon dupreanum,AngV,74.5,0
KEL309,Eidolon dupreanum,AngV,275.5,0
KEL310,Eidolon dupreanum,AngV,94.5,0
KEL312,Eidolon dupreanum,AngV,53,0
KEL313,Eidolon dupreanum,AngV,265.5,0
KEL314,Eidolon dupreanum,AngV,135.5,0
KEL315,Eidolon dupreanum,AngV,1776,1
KEL316,Eidolon dupreanum,AngV,1711.5,1
KEL317,Eidolon dupreanum,AngV,527.5,1
KEL318,Eidolon dupreanum,AngV,172.5,0
KEL319,Eidolon dupreanum,AngV,86.5,0
KEL320,Eidolon dupreanum,AngV,55.5,0
KEL322,Eidolon dupreanum,AngV,53,0
KEL325,Eidolon dupreanum,AngV,132.5,0
KEL326,Eidolon dupreanum,AngV,1129,1
KEL327,Eidolon dupreanum,AngV,1549.5,1
KEL331,Eidolon dupreanum,AngV,365,0
KEL335,Eidolon dupreanum,AngV,605.5,1
KEL336,Eidolon dupreanum,AngV,283.5,0
KEL337,Eidolon dupreanum,AngV,125,0
KEL338,Eidolon dupreanum,AngV,105.5,0
KEL339,Eidolon dupreanum,AngV,471,0
KEL340,Eidolon dupreanum,AngV,1955.5,1
KEL341,Eidolon dupreanum,AngV,423.5,0
KEL342,Eidolon dupreanum,AngV,776,1
KEL343,Eidolon dupreanum,AngV,421.5,0
KEL344,Eidolon dupreanum,AngV,100.5,0
KEL345,Eidolon dupreanum,AngV,354.5,0
KEL346,Eidolon dupreanum,AngV,486,0
KEL347,Eidolon dupreanum,AngV,932,1
KEL348,Eidolon dupreanum,AngV,196.5,0
KEL350,Eidolon dupreanum,AngV,198.5,0
KEL352,Eidolon dupreanum,AngV,223.5,0
KEL353,Eidolon dupreanum,AngV,1556.5,1
KEL354,Eidolon dupreanum,AngV,785,1
KEL355,Eidolon dupreanum,AngV,400,0
KEL356,Eidolon dupreanum,AngV,86,0
KEL357,Eidolon dupreanum,AngV,135,0
KEL358,Eidolon dupreanum,AngV,328.5,0
KEL359,Eidolon dupreanum,AngV,821.5,1
KEL360,Eidolon dupreanum,AngV,362,0
KEL361,Eidolon dupreanum,AngV,148,0
KEL362,Eidolon dupreanum,AngV,195,0
KEL363,Eidolon dupreanum,AngV,113,0
KEL364,Eidolon dupreanum,AngV,143,0
KEL365,Eidolon dupreanum,AngV,77,0
KEL366,Eidolon dupreanum,AngV,454,0
KEL367,Eidolon dupreanum,AngV,99,0
KEL368,Eidolon dupreanum,AngV,122,0
KEL369,Eidolon dupreanum,AngV,177.5,0
KEL370,Eidolon dupreanum,AngV,289,0
KEL371,Eidolon dupreanum,AngV,463,0
KEL372,Eidolon dupreanum,AngV,105.5,0
KEL373,Eidolon dupreanum,AngV,185.5,0
KEL374,Eidolon dupreanum,AngV,265,0
KEL375,Eidolon dupreanum,AngV,414,0
KEL378,Eidolon dupreanum,AngV,40,0
KEL379,Eidolon dupreanum,AngV,51,0
KEL380,Eidolon dupreanum,AngV,1175,1
KEL381,Eidolon dupreanum,AngV,105.5,0
KEL383,Eidolon dupreanum,AngV,98,0
KEL385,Eidolon dupreanum,AngV,95.5,0
KEL386,Eidolon dupreanum,AngV,71,0
KEL387,Eidolon dupreanum,AngV,132,0
KEL388,Eidolon dupreanum,AngV,147,0
KEL389,Eidolon dupreanum,AngV,139,0
KEL390,Eidolon dupreanum,AngV,151.5,0
KEL391,Eidolon dupreanum,AngV,115,0
KEL392,Eidolon dupreanum,AngV,103,0
KEL393,Eidolon dupreanum,AngV,1065,1
KEL394,Eidolon dupreanum,AngV,155,0
KEL395,Eidolon dupreanum,AngV,222,0
KEL396,Eidolon dupreanum,AngV,140,0
KEL397,Eidolon dupreanum,AngV,356,0
KEL398,Eidolon dupreanum,AngV,250,0
KEL399,Eidolon dupreanum,AngV,1902,1
KEL400,Eidolon dupreanum,AngV,855,1
KEL402,Eidolon dupreanum,AngV,199.75,0
KEL403,Eidolon dupreanum,AngV,605.75,1
KEL404,Eidolon dupreanum,AngV,405.75,0
KEL405,Eidolon dupreanum,AngV,109.25,0
KEL406,Eidolon dupreanum,AngV,76.75,0
KEL407,Eidolon dupreanum,AngV,234.75,0
KEL408,Eidolon dupreanum,AngV,118.75,0
KEL409,Eidolon dupreanum,AngV,63.75,0
KEL410,Eidolon dupreanum,AngV,200.75,0
KEL411,Eidolon dupreanum,AngV,292.75,0
KEL412,Eidolon dupreanum,AngV,307.75,0
KEL413,Eidolon dupreanum,AngV,98.75,0
KEL414,Eidolon dupreanum,AngV,370.75,0
KEL415,Eidolon dupreanum,AngV,4983.75,1
KEL416,Eidolon dupreanum,AngV,200.75,0
KEL417,Eidolon dupreanum,AngV,108.75,0
KEL418,Eidolon dupreanum,AngV,257.75,0
KEL420,Eidolon dupreanum,AngV,58.25,0
KEL421,Eidolon dupreanum,AngV,722.25,1
KEL422,Eidolon dupreanum,AngV,194.75,0
KEL423,Eidolon dupreanum,AngV,72.75,0
KEL424,Eidolon dupreanum,AngV,94.75,0
KEL425,Eidolon dupreanum,AngV,66.25,0
KEL427,Eidolon dupreanum,AngV,143.75,0
KEL428,Eidolon dupreanum,AngV,76.75,0
KEL429,Eidolon dupreanum,AngV,823.75,1
KEL430,Eidolon dupreanum,AngV,122.75,0
KEL432,Eidolon dupreanum,AngV,191.25,0
KEL433,Eidolon dupreanum,AngV,466.75,0
KEL434,Eidolon dupreanum,AngV,59.75,0
KEL454,Eidolon dupreanum,AngV,219.25,0
KEL469,Eidolon dupreanum,AngV,61.75,0
KEL473,Eidolon dupreanum,AngV,591.75,1
KEL474,Eidolon dupreanum,AngV,134.75,0
KEL475,Eidolon dupreanum,AngV,317.25,0
KEL476,Eidolon dupreanum,AngV,692.25,1
KEL477,Eidolon dupreanum,AngV,288.75,0
KEL478,Eidolon dupreanum,AngV,79.75,0
KEL479,Eidolon dupreanum,AngV,885.25,1
KEL480,Eidolon dupreanum,AngV,58.75,0
KEL481,Eidolon dupreanum,AngV,135.75,0
KEL482,Eidolon dupreanum,AngV,72.25,0
KEL483,Eidolon dupreanum,AngV,324.75,0
KEL485,Eidolon dupreanum,AngV,47.75,0
KEL486,Eidolon dupreanum,AngV,68.75,0
KEL487,Eidolon dupreanum,AngV,88.75,0
KEL49,Eidolon dupreanum,AngV,224.75,0
WAY001,Eidolon dupreanum,AngV,505,0
WAY002,Eidolon dupreanum,AngV,595.5,1
WAY003,Eidolon dupreanum,AngV,68,0
WAY004,Eidolon dupreanum,AngV,305.5,0
WAY006,Eidolon dupreanum,AngV,232,0
WAY007,Eidolon dupreanum,AngV,382,0
WAY008,Eidolon dupreanum,AngV,159.5,0
WAY009,Eidolon dupreanum,AngV,687,1
WAY010,Eidolon dupreanum,AngV,137,0
WAY011,Eidolon dupreanum,AngV,87,0
WAY012,Eidolon dupreanum,AngV,1847,1
WAY013,Eidolon dupreanum,AngV,430,0
WAY014,Eidolon dupreanum,AngV,176.5,0
WAY015,Eidolon dupreanum,AngV,1815,1
WAY016,Eidolon dupreanum,AngV,201.75,0
WAY017,Eidolon dupreanum,AngV,232.5,0
WAY018,Eidolon dupreanum,AngV,1012,1
WAY019,Eidolon dupreanum,AngV,80,0
WAY020,Eidolon dupreanum,AngV,403,0
WAY021,Eidolon dupreanum,AngV,416,0
WAY022,Eidolon dupreanum,AngV,721,1
WAY023,Eidolon dupreanum,AngV,648,1
WAY025,Eidolon dupreanum,AngV,342.25,0
WAY026,Eidolon dupreanum,AngV,592.75,1
WAY027,Eidolon dupreanum,AngV,430.75,0
WAY028,Eidolon dupreanum,AngV,103.75,0
WAY029,Eidolon dupreanum,AngV,33.75,0
WAY030,Eidolon dupreanum,AngV,133.25,0
WAY031,Eidolon dupreanum,AngV,56.75,0
WAY032,Eidolon dupreanum,AngV,226.25,0
WAY033,Eidolon dupreanum,AngV,241.25,0
WAY034,Eidolon dupreanum,AngV,1188.75,1
WAY035,Eidolon dupreanum,AngV,1109.75,1
WAY036,Eidolon dupreanum,AngV,119.75,0
WAY037,Eidolon dupreanum,AngV,83.75,0
WAY038,Eidolon dupreanum,AngV,215.75,0
WAY039,Eidolon dupreanum,AngV,64.75,0
WAY040,Eidolon dupreanum,AngV,178.75,0
WAY041,Eidolon dupreanum,AngV,1532.75,1
WAY042,Eidolon dupreanum,AngV,150.25,0
WAY043,Eidolon dupreanum,AngV,65.75,0
WAY044,Eidolon dupreanum,AngV,242.75,0
WAY045,Eidolon dupreanum,AngV,5764.75,1
WAY046,Eidolon dupreanum,AngV,326.75,0
WAY047,Eidolon dupreanum,AngV,152.25,0
WAY048,Eidolon dupreanum,AngV,148.75,0
WAY049,Eidolon dupreanum,AngV,208.75,0
WAY050,Eidolon dupreanum,AngV,81.75,0
WAY051,Eidolon dupreanum,AngV,165.75,0
WAY052,Eidolon dupreanum,AngV,119.75,0
WAY053,Eidolon dupreanum,AngV,321.75,0
WAY054,Eidolon dupreanum,AngV,114.75,0
WAY055,Eidolon dupreanum,AngV,1737.75,1
WAY056,Eidolon dupreanum,AngV,121.75,0
WAY057,Eidolon dupreanum,AngV,102.75,0
WAY058,Eidolon dupreanum,AngV,264.75,0
WAY059,Eidolon dupreanum,AngV,73.75,0
WAY060,Eidolon dupreanum,AngV,193.25,0
WAY061,Eidolon dupreanum,AngV,71.75,0
WAY062,Eidolon dupreanum,AngV,113.75,0
WAY063,Eidolon dupreanum,AngV,92.75,0
WAY064,Eidolon dupreanum,AngV,364.75,0
WAY065,Eidolon dupreanum,AngV,220.75,0
WAY066,Eidolon dupreanum,AngV,82.75,0
WAY067,Eidolon dupreanum,AngV,104.75,0
WAY068,Eidolon dupreanum,AngV,101.25,0
WAY069,Eidolon dupreanum,AngV,1861.25,1
WAY070,Eidolon dupreanum,AngV,178.75,0
WAY071,Eidolon dupreanum,AngV,142.75,0
WAY072,Eidolon dupreanum,AngV,271.75,0
WAY073,Eidolon dupreanum,AngV,138.75,0
WAY074,Eidolon dupreanum,AngV,90.75,0
WAY075,Eidolon dupreanum,AngV,141.75,0
WAY076,Eidolon dupreanum,AngV,174.75,0
WAY077,Eidolon dupreanum,AngV,87.75,0
WAY078,Eidolon dupreanum,AngV,176.75,0
WAY079,Eidolon dupreanum,AngV,203.75,0
WAY080,Eidolon dupreanum,AngV,61.75,0
WAY081,Eidolon dupreanum,AngV,103.25,0
WAY082,Eidolon dupreanum,AngV,242.75,0
WAY083,Eidolon dupreanum,AngV,422.75,0
MIZ135,Rousettus madagascariensis,GhV,27.5,0
MIZ136,Rousettus madagascariensis,GhV,13.5,0
MIZ138,Rousettus madagascariensis,GhV,74.5,0
MIZ139,Rousettus madagascariensis,GhV,38,0
MIZ140,Rousettus madagascariensis,GhV,62.5,0
MIZ141,Rousettus madagascariensis,GhV,53.5,0
MIZ142,Rousettus madagascariensis,GhV,37.5,0
MIZ143,Rousettus madagascariensis,GhV,205.5,0
MIZ145,Rousettus madagascariensis,GhV,158.5,0
MIZ146,Rousettus madagascariensis,GhV,89,0
MIZ147,Rousettus madagascariensis,GhV,9744.5,1
MIZ148,Rousettus madagascariensis,GhV,274.5,0
MIZ149,Rousettus madagascariensis,GhV,149,0
MIZ150,Rousettus madagascariensis,GhV,60,0
MIZ151,Rousettus madagascariensis,GhV,72,0
MIZ152,Rousettus madagascariensis,GhV,38,0
MIZ156,Rousettus madagascariensis,GhV,165,0
MIZ157,Rousettus madagascariensis,GhV,124,0
MIZ158,Rousettus madagascariensis,GhV,958,1
MIZ159,Rousettus madagascariensis,GhV,16.5,0
MIZ161,Rousettus madagascariensis,GhV,60,0
MIZ162,Rousettus madagascariensis,GhV,15.5,0
MIZ164,Rousettus madagascariensis,GhV,17.5,0
MIZ165,Rousettus madagascariensis,GhV,30,0
MIZ166,Rousettus madagascariensis,GhV,12,0
MIZ167,Rousettus madagascariensis,GhV,31.5,0
MIZ168,Rousettus madagascariensis,GhV,18,0
MIZ169,Rousettus madagascariensis,GhV,24,0
MIZ170,Rousettus madagascariensis,GhV,44,0
MIZ171,Rousettus madagascariensis,GhV,1460,1
MIZ172,Rousettus madagascariensis,GhV,18,0
MIZ173,Rousettus madagascariensis,GhV,462.5,0
MIZ174,Rousettus madagascariensis,GhV,45,0
MIZ175,Rousettus madagascariensis,GhV,35,0
MIZ176,Rousettus madagascariensis,GhV,10,0
MIZ177,Rousettus madagascariensis,GhV,50,0
MIZ178,Rousettus madagascariensis,GhV,17,0
MIZ179,Rousettus madagascariensis,GhV,52,0
MIZ180,Rousettus madagascariensis,GhV,100,0
MIZ181,Rousettus madagascariensis,GhV,6005.5,1
MIZ182,Rousettus madagascariensis,GhV,35,0
MIZ183,Rousettus madagascariensis,GhV,17.5,0
MIZ184,Rousettus madagascariensis,GhV,325,0
MIZ185,Rousettus madagascariensis,GhV,33,0
MIZ186,Rousettus madagascariensis,GhV,106,0
MIZ187,Rousettus madagascariensis,GhV,92,0
MIZ188,Rousettus madagascariensis,GhV,4879,1
MIZ189,Rousettus madagascariensis,GhV,1618,1
MIZ190,Rousettus madagascariensis,GhV,38,0
MIZ191,Rousettus madagascariensis,GhV,18,0
MIZ192,Rousettus madagascariensis,GhV,79,0
MIZ193,Rousettus madagascariensis,GhV,48,0
MIZ195,Rousettus madagascariensis,GhV,35,0
MIZ198,Rousettus madagascariensis,GhV,71,0
MIZ199,Rousettus madagascariensis,GhV,15,0
MIZ200,Rousettus madagascariensis,GhV,18,0
MIZ201,Rousettus madagascariensis,GhV,47,0
MIZ202,Rousettus madagascariensis,GhV,18,0
MIZ203,Rousettus madagascariensis,GhV,108,0
MIZ204,Rousettus madagascariensis,GhV,19,0
MIZ205,Rousettus madagascariensis,GhV,24,0
MIZ206,Rousettus madagascariensis,GhV,27,0
MIZ207,Rousettus madagascariensis,GhV,18,0
MIZ208,Rousettus madagascariensis,GhV,21.5,0
MIZ209,Rousettus madagascariensis,GhV,22,0
MIZ210,Rousettus madagascariensis,GhV,15,0
MIZ211,Rousettus madagascariensis,GhV,21,0
MIZ212,Rousettus madagascariensis,GhV,42,0
MIZ214,Rousettus madagascariensis,GhV,22,0
MIZ215,Rousettus madagascariensis,GhV,13,0
MIZ216,Rousettus madagascariensis,GhV,20.5,0
MIZ217,Rousettus madagascariensis,GhV,9,0
MIZ218,Rousettus madagascariensis,GhV,80,0
MIZ219,Rousettus madagascariensis,GhV,353,0
MIZ220,Rousettus madagascariensis,GhV,115.5,0
MIZ221,Rousettus madagascariensis,GhV,118,0
MIZ222,Rousettus madagascariensis,GhV,84,0
MIZ223,Rousettus madagascariensis,GhV,37.5,0
MIZ224,Rousettus madagascariensis,GhV,47,0
MIZ225,Rousettus madagascariensis,GhV,32,0
MIZ226,Rousettus madagascariensis,GhV,363,0
MIZ227,Rousettus madagascariensis,GhV,317,0
MIZ228,Rousettus madagascariensis,GhV,35,0
MIZ229,Rousettus madagascariensis,GhV,230,0
MIZ230,Rousettus madagascariensis,GhV,38,0
MIZ231,Rousettus madagascariensis,GhV,89,0
MIZ232,Rousettus madagascariensis,GhV,37,0
MIZ233,Rousettus madagascariensis,GhV,26.5,0
MIZ234,Rousettus madagascariensis,GhV,40,0
MIZ235,Rousettus madagascariensis,GhV,123,0
MIZ236,Rousettus madagascariensis,GhV,46,0
MIZ237,Rousettus madagascariensis,GhV,37.5,0
MIZ238,Rousettus madagascariensis,GhV,116,0
MIZ239,Rousettus madagascariensis,GhV,56,0
MIZ240,Rousettus madagascariensis,GhV,18,0
MIZ241,Rousettus madagascariensis,GhV,40,0
MIZ242,Rousettus madagascariensis,GhV,99,0
MIZ243,Rousettus madagascariensis,GhV,68.5,0
MIZ244,Rousettus madagascariensis,GhV,22.5,0
MIZ245,Rousettus madagascariensis,GhV,10.5,0
MIZ246,Rousettus madagascariensis,GhV,21,0
MIZ247,Rousettus madagascariensis,GhV,1394,1
MIZ248,Rousettus madagascariensis,GhV,313,0
MIZ249,Rousettus madagascariensis,GhV,27.5,0
MIZ250,Rousettus madagascariensis,GhV,147,0
MIZ251,Rousettus madagascariensis,GhV,159,0
MIZ252,Rousettus madagascariensis,GhV,3258,1
MIZ253,Rousettus madagascariensis,GhV,23,0
MIZ254,Rousettus madagascariensis,GhV,28,0
MIZ260,Rousettus madagascariensis,GhV,107.5,0
MIZ261,Rousettus madagascariensis,GhV,40,0
MIZ262,Rousettus madagascariensis,GhV,19,0
MIZ264,Rousettus madagascariensis,GhV,78,0
MIZ267,Rousettus madagascariensis,GhV,161.5,0
MIZ269,Rousettus madagascariensis,GhV,130,0
MIZ270,Rousettus madagascariensis,GhV,38,0
MIZ271,Rousettus madagascariensis,GhV,26,0
MIZ273,Rousettus madagascariensis,GhV,48,0
MIZ274,Rousettus madagascariensis,GhV,54,0
MIZ275,Rousettus madagascariensis,GhV,177,0
MIZ276,Rousettus madagascariensis,GhV,47,0
MIZ277,Rousettus madagascariensis,GhV,176,0
MIZ278,Rousettus madagascariensis,GhV,4,0
MIZ279,Rousettus madagascariensis,GhV,159,0
MIZ280,Rousettus madagascariensis,GhV,59.5,0
MIZ281,Rousettus madagascariensis,GhV,46,0
MIZ282,Rousettus madagascariensis,GhV,38,0
MIZ283,Rousettus madagascariensis,GhV,88.5,0
MIZ285,Rousettus madagascariensis,GhV,23,0
MIZ290,Rousettus madagascariensis,GhV,71,0
MIZ291,Rousettus madagascariensis,GhV,47,0
MIZ292,Rousettus madagascariensis,GhV,5336,1
MIZ293,Rousettus madagascariensis,GhV,46,0
