"sampleid","age","tooth_type","species","cc","published","publication","notes","collection_date"
"KEL37",6,"upper left canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-10-08
"KEL370",10,"upper left canine","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-09-20
"KEL380",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-09-20
"KEL389",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-09-20
"KEL39",4,"multiple","Eidolon_dupreanum","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-10-08
"KEL392",3,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-10-17
"KEL395",1,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-10-17
"KEL396",1,"multiple","Eidolon_dupreanum","A","no",NA,"age inferred from multiple teeth",2019-10-17
"KEL40",2,"upper left canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-10-08
"KEL403",2,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-16
"KEL404",2,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-11-16
"KEL415",1,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-11-16
"KEL42",9,"upper right canine","Eidolon_dupreanum","B","yes","Brook et al. 2019","age inferred from 1 tooth",2014-10-08
"KEL430",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-12-11
"KEL432",1,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-12-11
"KEL437",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-12-11
"KEL440",5,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2020-02-02
"KEL442",4,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2020-02-02
"KEL449",1,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2020-02-02
"KEL459",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2020-02-02
"KEL459",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2020-03-11
"KEL459B",2,"upper right canine","Eidolon_dupreanum","A","no",NA,"age inferred from 1 tooth",NA
"KEL462B",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",NA
"KEL464B",6,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",NA
"KEL471",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2020-03-10
"KEL48",9,"multiple","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from multiple teeth",2014-10-08
"KEL486",2,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2020-03-12
"KEL51",3,"lower right canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-10-08
"KEL56",10,"lower right canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-10-08
"KEL65",2.33333333333333,"multiple","Eidolon_dupreanum","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-10-08
"KEL66",3,"lower left premolar","Eidolon_dupreanum","A","yes","Brook et al. 2019","age from 1 tooth",2014-12-17
"KEL68",2,"lower left premolar","Eidolon_dupreanum","A","yes","Brook et al. 2019","age from 1 tooth",2014-12-17
"KEL69",2,"lower left premolar","Eidolon_dupreanum","A","yes","Brook et al. 2019","age from 1 tooth",2014-12-17
"KEL70",1,"lower left premolar","Eidolon_dupreanum","A","yes","Brook et al. 2019","age from 1 tooth",2014-12-17
"KEL71",1,"lower left premolar","Eidolon_dupreanum","B","yes","Brook et al. 2019","age from 1 tooth",2014-12-17
"KEL83",3,"lower left canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-12-18
"KEL84",1,"upper right canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-12-18
"KEL86",1,"upper right canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-12-18
"KEL88",4,"multiple","Eidolon_dupreanum","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-12-18
"KEL91",1,"multiple","Eidolon_dupreanum","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-12-18
"KEL94",1,"multiple","Eidolon_dupreanum","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-12-18
"KEL95",2,"lower right canine","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-12-18
"KEL96",6,"multiple","Eidolon_dupreanum","A","yes","Brook et al. 2019","age inferred from multiple teeth",2014-12-18
"MAH10",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-07-16
"MAH11",3,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-07-18
"MAH12",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-07-18
"MAH13",2,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-07-18
"MAH6",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-07-13
"MAH8",1.33333333333333,"multiple","Pteropus_rufus","A","yes","Brook et al. 2019","age inferred from multiple teeth",2014-07-13
"MAH9",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-07-14
"MAK1",2,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-10-30
"MAK10",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-07-11
"MAK3",2,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-11-08
"MAK4",3,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2015-07-08
"MAK7",2,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-07-10
"MAK8",2,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-07-10
"MARO1",0.8,"multiple","Pteropus_rufus","A","yes","Brook et al. 2019","age inferred from multiple teeth",2013-11-04
"MARO35",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-08-23
"MARO36",1.5,"multiple","Pteropus_rufus","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-08-23
"MARO37",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-08-23
"MARO38",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-08-23
"MARO39",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-08-24
"MARO4",2.5,"multiple","Pteropus_rufus","A","yes","Brook et al. 2019","age inferred from multiple teeth",2013-11-04
"MARO40",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-08-31
"MARO41",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-09-01
"MARO44",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-11-28
"MARO45",5.75,"multiple","Pteropus_rufus","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-11-29
"MARO46",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-11-29
"MARO47",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-11-29
"MARO48",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-11-29
"MARO49",2,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-11-29
"MARO52",2,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-11-30
"MARO53",2,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-11-30
"MARO58",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2014-12-01
"MARO59",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2014-12-02
"MARO65",2,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-03-09
"MARO67",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-03-11
"MARO68",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-03-11
"MARO69",1,"lower left premolar","Pteropus_rufus","B","yes","Brook et al. 2019","age from 1 tooth",2015-03-11
"MARO71",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-03-14
"MARO75",1,"lower left premolar","Pteropus_rufus","A","yes","Brook et al. 2019","age from 1 tooth",2015-03-15
"MIZ154",0.333333333333333,"multiple","Rousettus_madagascariensis","A","no",NA,"age inferred from multiple teeth",2018-02-19
"MIZ163",6,"multiple","Rousettus_madagascariensis","A","no",NA,"age inferred from multiple teeth",2018-02-19
"MIZ167",3,"multiple","Rousettus_madagascariensis","A","no",NA,"age inferred from multiple teeth",2018-04-13
"MIZ262",3,"multiple","Rousettus_madagascariensis","B","no",NA,"age inferred from multiple teeth",2018-12-21
"MIZ284",2,"multiple","Rousettus_madagascariensis","A","no",NA,"age inferred from multiple teeth",2019-01-03
"MIZ380",3.66666666666667,"multiple","Rousettus_madagascariensis","A","no",NA,"age inferred from multiple teeth",2019-02-23
"MIZ381",4,"multiple","Rousettus_madagascariensis","A","no",NA,"age inferred from multiple teeth",2019-02-23
"MIZ64",2.5,"multiple","Rousettus_madagascariensis","B","yes","Brook et al. 2019","age inferred from multiple teeth",2015-04-25
"MLB001",4,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2018-12-13
"MLB004",1,"lower right premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2018-12-16
"MLB005",5,"lower right premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2018-12-17
"MLB006",2,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2018-12-18
"MLB009",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2018-12-18
"MNG003",2,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2018-09-23
"RAK13",1,"upper left canine","Rousettus_madagascariensis","A","yes","Brook et al. 2019","age inferred from 1 tooth",2014-11-06
"RAK14",3,"multiple","Rousettus_madagascariensis","B","yes","Brook et al. 2019","age inferred from multiple teeth",2014-11-06
"RAK3",6,"multiple","Rousettus_madagascariensis","A","yes","Brook et al. 2019","age inferred from multiple teeth",2014-11-06
"ROU12",1,"multiple","Rousettus_madagascariensis","A","yes","Brook et al. 2019","age inferred from multiple teeth",2014-08-01
"TSI001",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-06-15
"TSI002",3,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-06-16
"TSI004",1,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-07-17
"TSI007",1,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-07-18
"TSI008",4,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-07-20
"TSI011",4,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-07-21
"TSI012",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-07-22
"TSI013",6,"upper left canine","Pteropus_rufus","A","no",NA,"age inferred from 1 tooth",2019-07-22
"TSI022",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-09-01
"TSI023",3,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-09-02
"TSI025",2,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-09-02
"TSI026",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-09-02
"TSI027",3,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-09-02
"TSI028",1,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-09-02
"TSI029",2,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-09-02
"TSI030",3,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-09-02
"TSI032",1,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-09-03
"TSI035",1,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2019-09-07
"TSI046",2,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2019-10-04
"TSI065",8,"upper right canine","Pteropus_rufus","A","no",NA,"age from 1 tooth",2020-02-24
"TSI067",7,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2020-02-26
"TSI068",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2020-02-28
"TSI069",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2020-02-28
"TSI070",3,"lower left premolar","Pteropus_rufus","B","no",NA,"age from 1 tooth",2020-02-28
"TSI074",2,"lower right premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2020-03-23
"TSI075",2,"lower left premolar","Pteropus_rufus","A","no",NA,"age from 1 tooth",2020-03-25
"WAY025",13.6666666666667,"multiple","Eidolon_dupreanum","A","no",NA,"age inferred from multiple teeth",2019-11-01
"WAY031",4,"lower right premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-11-01
"WAY039",4,"lower right premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-02
"WAY043",1,"lower right premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-02
"WAY047",2,"lower right premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-02
"WAY048",2,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-11-03
"WAY049",9,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-03
"WAY054",5,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-11-27
"WAY074",3,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-28
"WAY075",3,"lower left premolar","Eidolon_dupreanum","B","no",NA,"age from 1 tooth",2019-11-29
"WAY076",7,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-29
"WAY077",5,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-29
"WAY078",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-29
"WAY080",1,"lower left premolar","Eidolon_dupreanum","A","no",NA,"age from 1 tooth",2019-11-29
"WAY082",7,"lower left premolar","Eidolon_dupreanum","C","no",NA,"age from 1 tooth",2019-11-29
"AMB10",0.128767123287671,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-16
"AMB101",0.301369863013699,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-18
"AMB102",0.301369863013699,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-18
"AMB104",0.301369863013699,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-18
"AMB109",0.304109589041096,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-19
"AMB115",0.306849315068493,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-20
"AMB12",0.128767123287671,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-16
"AMB121",0.30958904109589,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-21
"AMB124",0.4,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-23
"AMB127",0.402739726027397,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-24
"AMB128",0.405479452054795,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-25
"AMB133",0.413698630136986,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-02-28
"AMB137",0.416438356164384,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-03-01
"AMB14",0.134246575342466,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-18
"AMB140",0.542465753424658,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-04-16
"AMB142",0.545205479452055,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-04-17
"AMB144",0.545205479452055,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-04-17
"AMB146",0.550684931506849,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-04-19
"AMB15",0.134246575342466,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-18
"AMB153",0.852054794520548,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-08-07
"AMB154",0.852054794520548,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-08-07
"AMB161",0.372602739726027,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-02-13
"AMB170",0.487671232876712,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2019-03-27
"AMB18",0.134246575342466,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-18
"AMB4",0.126027397260274,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-15
"AMB41",0.180821917808219,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-05
"AMB44",0.183561643835616,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-06
"AMB49",0.186301369863014,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-07
"AMB5",0.126027397260274,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-15
"AMB51",0.186301369863014,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-07
"AMB53",0.189041095890411,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-08
"AMB56",0.189041095890411,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-08
"AMB58",0.191780821917808,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-09
"AMB60",0.191780821917808,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-09
"AMB63",0.463013698630137,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-03-18
"AMB7",0.126027397260274,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-15
"AMB71",0.468493150684932,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-03-20
"AMB73",0.471232876712329,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-03-21
"AMB74",0.471232876712329,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-03-21
"AMB77",0.473972602739726,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-03-22
"AMB95",0.298630136986301,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-17
"AMB97",0.298630136986301,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-17
"AMB99",0.301369863013699,NA,"Pteropus rufus","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2016-01-18
"AND26",0.906849315068493,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-10-14
"ANDH1",0.372602739726027,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-04-02
"ANGB109",0.597260273972603,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2015-06-23
"ANGB12",0.0164383561643836,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-23
"ANGB13",0.0164383561643836,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-23
"ANGB146",0.69041095890411,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2018-07-27
"ANGB15",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB17",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB19",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB20",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB22",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB24",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB26",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB28",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB30",0.0191780821917808,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2013-11-24
"ANGB43",0.073972602739726,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-14
"ANGB46",0.073972602739726,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-14
"ANGB47",0.073972602739726,NA,"Eidolon dupreanum","A","no",NA,"aged as juvenile from days since day 0: Sep 29 for P. rufus, Nov 16 for E. dupreanum, Dec. 12 for R. madagascariensis",2014-12-14
